#,Title,Notes,Chat,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Media In Point,Media Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Group,Synergy String
174,bs:m2m(tl),WOS@WWW - 01/02/2026 QTR: 2 CLK: 01:57,,,,,Make 3 Pts,00:13.5,N/A,N/A,17:30.4,17:43.9,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,1:57,Oskar Kangas,,,,5 Matt Imig > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 23 Oskar Kangas > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
175,:press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 01:36,,,,,Make 2 Pts,00:17.9,N/A,N/A,17:46.9,18:04.9,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,1:36,Collin Madson,,,,0 Collin Madson > Spot-Up > Drives Right > To Basket > Make 2 Pts
176,:press(Rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 01:32,,,,,Foul,00:08.9,N/A,N/A,18:09.6,18:18.5,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,1:32,Michael Metcalf-Grassman,,,,4 Michael Metcalf-Grassman > No Play Type > Foul
177,dho:press(rj)(switch),WOS@WWW - 01/02/2026 QTR: 2 CLK: 01:18,,,,,Miss 2 Pts,00:22.7,N/A,N/A,19:10.7,19:33.4,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,1:18,Darius Chestnut,,,,10 Darius Chestnut > Spot-Up > Drives Right > To Basket > Miss 2 Pts
178,:press(rj),WOS@WWW - 01/02/2026 QTR: 2,,,,,No Violation,00:11.7,N/A,N/A,20:37.3,20:49.0,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,,Michael Metcalf-Grassman,,,,4 Michael Metcalf-Grassman > Non Possession > No Violation
179,:press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 01:09,,,,,Foul,00:10.5,N/A,N/A,21:00.7,21:11.2,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,1:09,Brandon Beck,,,,0 Brandon Beck > No Play Type > Foul
180,::m2m,WOS@WWW - 01/02/2026 QTR: 2 CLK: 01:00,,,,,Make 3 Pts,00:14.9,N/A,N/A,22:15.6,22:30.6,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,1:00,Luke Bara,,,,32 Luke Bara > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
181,:press(rj),WOS@WWW - 01/02/2026 QTR: 2,,,,,No Violation,00:12.1,N/A,N/A,22:33.9,22:46.0,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,,Joey LaChapell,,,,2 Joey LaChapell > Non Possession > No Violation
182,:press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 00:54,,,,,Foul,00:12.1,N/A,N/A,22:58.9,23:11.0,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,0:54,Joey LaChapell,,,,2 Joey LaChapell > No Play Type > Foul
183,:press(rj),WOS@WWW - 01/02/2026 QTR: 2 CLK: 00:44,,,,,Miss 3 Pts,00:18.1,N/A,N/A,23:56.6,24:14.6,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,0:44,Luke Bara,,,,32 Luke Bara > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts
184,oreb,WOS@WWW - 01/02/2026 QTR: 2 CLK: 00:42,,,,,Foul,00:09.7,N/A,N/A,24:05.6,24:15.3,Wisconsin-(Oshkosh) Titans,WOS@WWW,1/3/2026,2,0:42,Carter Thomas,,,,21 Carter Thomas > No Play Type > Foul
185,:m2m ,WOS@WWW - 01/02/2026 QTR: 2 CLK: 00:34,,,,,Miss 3 Pts,00:14.4,N/A,N/A,25:01.4,25:15.8,Wisconsin-(Whitewater) Warhawks,WOS@WWW,1/3/2026,2,0:34,Collin Madson,,,,0 Collin Madson > Transition > Ballhandler > Dribble Jumper > Long/3pt > Miss 3 Pts
