#,Title,Notes,Chat,Text Overlay,User Tags,Synergy Tags,Result,Duration,In Point,Out Point,Media In Point,Media Out Point,Team,Game,Date,Pd.,Clock,Player,Play Type,Play Call,Group,Synergy String
237,TRAN : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 14:02,,,,,Turnover,0:34.3,,,1:39:25.53,1:39:59.78,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,14:02,Darius Chestnut,,,,21 Brock Marino > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Ball Delivered > 10 Darius Chestnut > Spot-Up > Drives Right > Turnover
238,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 13:47,,,,,0 Pts,0:20.1,,,1:39:55.25,1:40:15.38,Ripon Redhawks,WWW@RIP,11/7/2025,2,13:47,Kolby Williams,,,,12 Kolby Williams > Post-Up > Right Block > Right Shoulder > Dribble Move > To Basket > Make 2 Pts Foul > 0 Pts
239,SLOB : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 13:32,,,,,Make 3 Pts,0:11.6,,,1:41:26.25,1:41:37.85,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,13:32,Jake Quast,,,,22 Joey Berezowitz > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 12 Jake Quast > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
240,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 13:08,,,,,Make 2 Pts,0:26.8,,,1:41:45.45,1:42:12.25,Ripon Redhawks,WWW@RIP,11/7/2025,2,13:08,CJ Brown,,,,13 CJ Brown > Cut > Basket > Make 2 Pts
241,REWATCH : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 12:50,,,,,Turnover,0:16.3,,,1:42:13.73,1:42:29.98,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,12:50,Collin Madson,,,,15 Collin Madson > Post-Up > Right Block > Right Shoulder > Dribble Move > Defense Commits > Turnover
242,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 12:23,,,,,Miss 2 Pts,0:32.9,,,1:42:24.73,1:42:57.65,Ripon Redhawks,WWW@RIP,11/7/2025,2,12:23,Seth Bunders,,,,3 Seth Bunders > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts
243,TRAN : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 12:16,,,,,Miss 3 Pts,0:18.3,,,1:42:51.18,1:43:09.45,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,12:16,Collin Madson,,,,15 Collin Madson > Transition > Right Wing > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
244,D ,WWW@RIP - 11/06/2025 QTR: 2 CLK: 12:16,,,,,1 Pts,0:08.1,,,1:43:01.33,1:43:09.45,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,12:16,Jake Quast,,,,12 Jake Quast > Offensive Rebound > Short > Scoring Attempt > At Basket > Make 2 Pts Foul > 1 Pts
245,UWW M2M PRESS,WWW@RIP - 11/06/2025 QTR: 2,,,,,Non Shooting Foul,0:12.7,,,1:43:42.13,1:43:54.85,Ripon Redhawks,WWW@RIP,11/7/2025,2,,Sam Leoni,,,,11 Sam Leoni > Non Possession > Non Shooting Foul
246,SLOB : - M2MD,WWW@RIP - 11/06/2025 QTR: 2 CLK: 11:54,,,,,Turnover,0:22.0,,,1:44:09.65,1:44:31.65,Ripon Redhawks,WWW@RIP,11/7/2025,2,11:54,CJ Brown,,,,13 CJ Brown > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Turnover
247,OVER - CHEETAH : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 11:32,,,,,Miss 2 Pts,0:20.1,,,1:44:46.25,1:45:06.38,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,11:32,Jake Quast,,,,12 Jake Quast > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > To Basket > Miss 2 Pts
248,UWW M2M PRESS : - D,WWW@RIP - 11/06/2025 QTR: 2,,,,,No Violation,0:26.3,,,1:45:08.73,1:45:35.05,Ripon Redhawks,WWW@RIP,11/7/2025,2,,Sam Leoni,,,,11 Sam Leoni > Non Possession > No Violation
249,UWW M2M D : - SLOB,WWW@RIP - 11/06/2025 QTR: 2 CLK: 11:04,,,,,Miss 3 Pts,0:13.0,,,1:45:48.45,1:46:01.45,Ripon Redhawks,WWW@RIP,11/7/2025,2,11:04,Jake Thomsen,,,,11 Sam Leoni > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 5 Jake Thomsen > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
250,5 OUT - PASS(DS-CURL) : - M2M(SOFT-HEDGE),WWW@RIP - 11/06/2025 QTR: 2 CLK: 10:46,,,,,Make 3 Pts,0:24.6,,,1:45:54.33,1:46:18.93,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,10:46,Austin Ambrose,,,,20 Austin Ambrose > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
251,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2,,,,,Non Shooting Foul,0:10.0,,,1:46:24.73,1:46:34.73,Ripon Redhawks,WWW@RIP,11/7/2025,2,,CJ Brown,,,,13 CJ Brown > Non Possession > Non Shooting Foul
252,UWW M2M SLOB,WWW@RIP - 11/06/2025 QTR: 2 CLK: 10:11,,,,,Turnover,0:27.0,,,1:46:49.45,1:47:16.45,Ripon Redhawks,WWW@RIP,11/7/2025,2,10:11,Jack Field,,,,42 Jack Field > No Play Type > Turnover
253,TRAN : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 10:03,,,,,Turnover,0:13.4,,,1:47:10.93,1:47:24.33,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,10:03,Darius Chestnut,,,,10 Darius Chestnut > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Defense Commits > Turnover
254,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2,,,,,No Violation,0:19.5,,,1:49:10.45,1:49:29.98,Ripon Redhawks,WWW@RIP,11/7/2025,2,,Sam Leoni,,,,11 Sam Leoni > Non Possession > No Violation
255,UWW M2M D- SLOB,WWW@RIP - 11/06/2025 QTR: 2 CLK: 09:38,,,,,Make 2 Pts,0:16.9,,,1:49:38.53,1:49:55.45,Ripon Redhawks,WWW@RIP,11/7/2025,2,9:38,Seth Bunders,,,,3 Seth Bunders > ISO > Left > Drives Left > Dribble Jumper > Medium/17' to <3p > Make 2 Pts
256,PANTHER : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 09:08,,,,,Foul,0:27.0,,,1:49:59.05,1:50:26.05,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,9:08,Jake Quast,,,,12 Jake Quast > ISO > Left > Drives Left > To Basket > Foul
257,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 08:52,,,,,Foul,0:13.5,,,1:51:17.45,1:51:30.93,Ripon Redhawks,WWW@RIP,11/7/2025,2,8:52,Sam Leoni,,,,11 Sam Leoni > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Short to < 17' > Foul
258,5 OUT- DS- CURL ,WWW@RIP - 11/06/2025 QTR: 2 CLK: 08:41,,,,,Foul,0:10.3,,,1:52:34.78,1:52:45.05,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,8:41,Jake Quast,,,,12 Jake Quast > No Play Type > Foul
259,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 08:21,,,,,Make 3 Pts,0:18.5,,,1:53:28.98,1:53:47.45,Ripon Redhawks,WWW@RIP,11/7/2025,2,8:21,Seth Bunders,,,,3 Seth Bunders > P&R Ball Handler > High P&R > Takes Early Jump Shot > Dribble Jumper > Long/3pt > Make 3 Pts
260,5 OUT- DHO-PASS 5- DS- M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 07:57,,,,,Foul,0:18.0,,,1:53:51.65,1:54:09.65,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,7:57,Jake Quast,,,,12 Jake Quast > Spot-Up > Drives Left > To Basket > Foul
261,Jake Quast,WWW@RIP - 11/06/2025 QTR: 2,,,,,Free Throw,0:06.3,,,1:54:26.65,1:54:32.98,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,,Jake Quast,,,,12 Jake Quast > Non Possession > Free Throw
262,UWW M2M PRESS,WWW@RIP - 11/06/2025 QTR: 2 CLK: 07:47,,,,,Make 2 Pts,0:15.7,,,1:55:04.45,1:55:20.18,Ripon Redhawks,WWW@RIP,11/7/2025,2,7:47,Seth Bunders,,,,3 Seth Bunders > P&R Ball Handler > High P&R > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts
263,PANTHER 2?- M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 07:24,,,,,Miss 2 Pts,0:23.2,,,1:55:21.93,1:55:45.13,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,7:24,Isaac Verges,,,,0 Isaac Verges > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
264,UWW M2M PRESS,WWW@RIP - 11/06/2025 QTR: 2 CLK: 07:02,,,,,Miss 3 Pts,0:30.7,,,1:55:52.65,1:56:23.38,Ripon Redhawks,WWW@RIP,11/7/2025,2,7:02,Seth Bunders,,,,13 CJ Brown > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 3 Seth Bunders > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
265,TRAN,WWW@RIP - 11/06/2025 QTR: 2 CLK: 06:55,,,,,Foul,0:15.6,,,1:56:14.18,1:56:29.78,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,6:55,Darius Chestnut,,,,10 Darius Chestnut > Transition > Ballhandler > To Basket > Foul
266,Kolby Williams,WWW@RIP - 11/06/2025 QTR: 2 CLK: 07:02,,,,,Turnover,0:08.7,,,1:56:14.73,1:56:23.38,Ripon Redhawks,WWW@RIP,11/7/2025,2,7:02,Kolby Williams,,,,12 Kolby Williams > Offensive Rebound > Long > Turnover
267,UWW M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 06:30,,,,,Turnover,0:21.0,,,1:57:22.65,1:57:43.65,Ripon Redhawks,WWW@RIP,11/7/2025,2,6:30,CJ Brown,,,,3 Seth Bunders > ISO > Top > Drives Left > Defense Commits > Ball Delivered > 13 CJ Brown > Spot-Up > Turnover
268,TRAN : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 06:14,,,,,Make 2 Pts,0:21.0,,,1:57:39.25,1:58:00.25,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,6:14,Brock Marino,,,,15 Collin Madson > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 21 Brock Marino > P&R Roll Man > Slips the Pick > To Basket > Make 2 Pts
269,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 05:43,,,,,Miss 2 Pts,0:28.4,,,1:58:03.53,1:58:31.93,Ripon Redhawks,WWW@RIP,11/7/2025,2,5:43,Sam Leoni,,,,11 Sam Leoni > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts
270,5 OUT - CUT(BS) : - M2M(SOFT-HEDGE),WWW@RIP - 11/06/2025 QTR: 2 CLK: 05:24,,,,,Make 2 Pts,0:17.4,,,1:58:34.25,1:58:51.65,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,5:24,Darius Chestnut,,,,10 Darius Chestnut > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > To Basket > Make 2 Pts
271,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 04:55,,,,,Make 3 Pts,0:33.9,,,1:58:57.58,1:59:31.45,Ripon Redhawks,WWW@RIP,11/7/2025,2,4:55,Michael Asman,,,,35 Michael Asman > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
272,TBD,WWW@RIP - 11/06/2025 QTR: 2 CLK: 04:42,,,,,Foul,0:09.1,,,1:59:36.33,1:59:45.45,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,4:42,Isaac Verges,,,,0 Isaac Verges > ISO > Top > Drives Right > To Basket > Foul
273,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 04:18,,,,,Foul,0:22.3,,,2:01:32.13,2:01:54.45,Ripon Redhawks,WWW@RIP,11/7/2025,2,4:18,Sam Leoni,,,,11 Sam Leoni > Spot-Up > Drives Left > Foul
274,ATO - CHEETAH : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 04:05,,,,,Make 2 Pts,0:14.1,,,2:04:46.18,2:05:00.25,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,4:05,Brock Marino,,,,21 Brock Marino > ISO > Top > Drives Right > To Basket > Make 2 Pts
275,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 03:40,,,,,Miss 2 Pts,0:27.6,,,2:04:58.85,2:05:26.45,Ripon Redhawks,WWW@RIP,11/7/2025,2,3:40,Jack Field,,,,11 Sam Leoni > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Defense Commits > Ball Delivered > 42 Jack Field > P&R Roll Man > Slips the Pick > Dribble Jumper > Short to < 17' > Miss 2 Pts
276,TRAN- M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 03:28,,,,,Miss 3 Pts,0:17.8,,,2:05:20.45,2:05:38.25,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,3:28,Collin Madson,,,,15 Collin Madson > Transition > Left Wing > Dribble Jumper > Long/3pt > Miss 3 Pts
277,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 03:14,,,,,Miss 2 Pts,0:15.9,,,2:06:13.85,2:06:29.78,Ripon Redhawks,WWW@RIP,11/7/2025,2,3:14,Seth Bunders,,,,3 Seth Bunders > P&R Ball Handler > High P&R > Dribble Off Pick > To Basket > Miss 2 Pts
278,OVER - CHEETAH : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 02:47,,,,,Miss 3 Pts,0:30.5,,,2:06:42.65,2:07:13.13,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,2:47,Jr Lukenbill,,,,21 Brock Marino > ISO > Top > Drives Left > Defense Commits > Ball Delivered > 11 Jr Lukenbill > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
279,BLOB-LINE- RJECJT ,WWW@RIP - 11/06/2025 QTR: 2 CLK: 02:39,,,,,Miss 2 Pts,0:18.9,,,2:07:22.93,2:07:41.85,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,2:39,Isaac Verges,,,,0 Isaac Verges > Hand Off > From Dribble > Left > To Basket > Miss 2 Pts
280,UWW M2M D PRESS,WWW@RIP - 11/06/2025 QTR: 2 CLK: 02:13,,,,,Make 2 Pts,0:18.7,,,2:07:45.13,2:08:03.78,Ripon Redhawks,WWW@RIP,11/7/2025,2,2:13,Seth Bunders,,,,3 Seth Bunders > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Short to < 17' > Make 2 Pts
281,FLOW : Press(M2M) - M2M(),WWW@RIP - 11/06/2025 QTR: 2 CLK: 01:54,,,,,Foul,0:27.2,,,2:09:47.05,2:10:14.25,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,1:54,Collin Madson,,,,15 Collin Madson > P&R Ball Handler > High P&R > Foul
282,UWW M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 01:38,,,,,Miss 2 Pts,0:15.4,,,2:11:01.05,2:11:16.45,Ripon Redhawks,WWW@RIP,11/7/2025,2,1:38,CJ Brown,,,,13 CJ Brown > Hand Off > From Dribble > Right > Dribble Jumper > Short to < 17' > Miss 2 Pts
283,5 OUT- M2M D,WWW@RIP - 11/06/2025 QTR: 2 CLK: 01:20,,,,,Miss 3 Pts,0:19.6,,,2:11:18.05,2:11:37.65,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,1:20,Isaac Verges,,,,22 Joey Berezowitz > P&R Ball Handler > High P&R > Go Away from Pick > Defense Commits > Ball Delivered > 0 Isaac Verges > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
284,UWW M2M PRESS ,WWW@RIP - 11/06/2025 QTR: 2 CLK: 01:06,,,,,Foul,0:16.7,,,2:12:20.93,2:12:37.65,Ripon Redhawks,WWW@RIP,11/7/2025,2,1:06,CJ Brown,,,,13 CJ Brown > Cut > Basket > Foul
285,FLOW : - M2M(1-2-1-1),WWW@RIP - 11/06/2025 QTR: 2 CLK: 00:56,,,,,Foul,0:15.0,,,2:13:24.25,2:13:39.25,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,0:56,Isaac Verges,,,,0 Isaac Verges > No Play Type > Foul
286,UWW M2M PRESS,WWW@RIP - 11/06/2025 QTR: 2 CLK: 00:46,,,,,Turnover,0:14.5,,,2:15:00.58,2:15:15.05,Ripon Redhawks,WWW@RIP,11/7/2025,2,0:46,Anton Kilde,,,,20 Anton Kilde > No Play Type > Turnover
287,TRAN,WWW@RIP - 11/06/2025 QTR: 2 CLK: 00:43,,,,,Make 2 Pts,0:09.2,,,2:15:10.18,2:15:19.38,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,0:43,Mauryon Turner,,,,23 Mauryon Turner > Transition > Ballhandler > To Basket > Make 2 Pts
288,UWW M2M PRESS,WWW@RIP - 11/06/2025 QTR: 2 CLK: 00:22,,,,,Foul,0:25.0,,,2:15:17.58,2:15:42.53,Ripon Redhawks,WWW@RIP,11/7/2025,2,0:22,Jackson Flowers,,,,33 Jackson Flowers > Post-Up > Right Block > Foul
289,5 OUT : - M2M,WWW@RIP - 11/06/2025 QTR: 2 CLK: 00:15,,,,,Turnover,0:16.2,,,2:16:17.65,2:16:33.85,Wisconsin-(Whitewater) Warhawks,WWW@RIP,11/7/2025,2,0:15,Mauryon Turner,,,,23 Mauryon Turner > P&R Ball Handler > Left P&R > Side > Go Away from Pick > Turnover
290,UWW M2M PRESS,WWW@RIP - 11/06/2025 QTR: 2 CLK: 00:01,,,,,Miss 3 Pts,0:21.3,,,2:16:41.45,2:17:02.73,Ripon Redhawks,WWW@RIP,11/7/2025,2,0:01,Joey Daun,,,,14 Joey Daun > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts
291,TWINS : - M2M,EC@WWW - 11/14/2025 QTR: 1 CLK: 19:44,,,,,Make 2 Pts,0:20.6,,,10:30.17,10:50.77,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,19:44,Brock Marino,,,,21 Brock Marino > Post-Up > Left Block > Right Shoulder > Dribble Move > To Up and Under > Make 2 Pts
292,UWW M2M Press,EC@WWW - 11/14/2025 QTR: 1 CLK: 19:27,,,,,Turnover,0:17.9,,,10:49.90,11:07.77,Eureka Red Devils,EC@WWW,11/15/2025,1,19:27,Ben Carter,,,,4 Ben Carter > No Play Type > Turnover
293,TRAN ,EC@WWW - 11/14/2025 QTR: 1 CLK: 19:23,,,,,Make 2 Pts,0:09.5,,,11:02.30,11:11.77,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,19:23,Collin Madson,,,,15 Collin Madson > Transition > Leak Outs > To Basket > Make 2 Pts
294,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 1 CLK: 19:08,,,,,Make 3 Pts,0:15.1,,,11:14.10,11:29.17,Eureka Red Devils,EC@WWW,11/15/2025,1,19:08,Jaxson Provost,,,,12 Jaxson Provost > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts
295,P 2 : - M2M,EC@WWW - 11/14/2025 QTR: 1 CLK: 18:50,,,,,Miss 3 Pts,0:16.6,,,11:31.10,11:47.70,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,18:50,Luke Bara,,,,21 Brock Marino > Post-Up > Left Block > Face-up > Defense Commits > Ball Delivered > 32 Luke Bara > Spot-Up > No Dribble Jumper > Open > Long/3pt > Miss 3 Pts
296,UWW M2M  D,EC@WWW - 11/14/2025 QTR: 1 CLK: 18:42,,,,,Turnover,0:12.7,,,11:40.50,11:53.24,Eureka Red Devils,EC@WWW,11/15/2025,1,18:42,Micah Bruer,,,,5 Micah Bruer > Transition > Ballhandler > Turnover
297,TRAN,EC@WWW - 11/14/2025 QTR: 1 CLK: 18:36,,,,,Make 2 Pts,0:10.7,,,11:47.64,11:58.30,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,18:36,Isaac Verges,,,,0 Isaac Verges > Transition > Left Wing > To Basket > Make 2 Pts
298,UWW M2M D,EC@WWW - 11/14/2025 QTR: 1 CLK: 18:18,,,,,Foul,0:19.6,,,11:57.64,12:17.24,Eureka Red Devils,EC@WWW,11/15/2025,1,18:18,Ben Carter,,,,4 Ben Carter > ISO > Left > Drives Right > To Basket > Foul
299,P4 : Press(M2M) - M2M(),EC@WWW - 11/14/2025 QTR: 1 CLK: 17:56,,,,,Turnover,0:25.2,,,12:59.04,13:24.24,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,17:56,Collin Madson,,,,15 Collin Madson > Off Screen > To Shooter's Right > Flare > To Basket > Turnover
300, TRAN- UWW M2M D,EC@WWW - 11/14/2025 QTR: 1 CLK: 17:47,,,,,Make 2 Pts,0:14.1,,,13:18.57,13:32.70,Eureka Red Devils,EC@WWW,11/15/2025,1,17:47,Andrew Coker,,,,33 Andrew Coker > Transition > First Middle > To Basket > Make 2 Pts
301,5 OUT - PASS(CURL-BS) : - M2M(JAM),EC@WWW - 11/14/2025 QTR: 1 CLK: 17:33,,,,,Make 3 Pts,0:12.9,,,13:36.64,13:49.50,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,17:33,Isaac Verges,,,,0 Isaac Verges > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > Dribble Jumper > Long/3pt > Make 3 Pts
302,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 1 CLK: 17:10,,,,,Miss 2 Pts,0:22.4,,,13:48.50,14:10.90,Eureka Red Devils,EC@WWW,11/15/2025,1,17:10,Andrew Coker,,,,33 Andrew Coker > Post-Up > Right Block > Left Shoulder > Dribble Move > To Drop Step > Miss 2 Pts
303,TRAN,EC@WWW - 11/14/2025 QTR: 1 CLK: 17:01,,,,,Turnover,0:13.7,,,14:05.84,14:19.50,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,17:01,Brock Marino,,,,21 Brock Marino > Transition > Trailer > Turnover
304,UWW M2M D : - TRAN,EC@WWW - 11/14/2025 QTR: 1 CLK: 16:55,,,,,Miss 3 Pts,0:13.5,,,14:13.77,14:27.30,Eureka Red Devils,EC@WWW,11/15/2025,1,16:55,Micah Bruer,,,,5 Micah Bruer > Transition > Ballhandler > Dribble Jumper > Long/3pt > Miss 3 Pts
305,TRAN,EC@WWW - 11/14/2025 QTR: 1 CLK: 16:47,,,,,1 Pts,0:12.4,,,14:21.57,14:33.97,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,16:47,Isaac Verges,,,,0 Isaac Verges > Transition > Right Wing > To Basket > Make 2 Pts Foul > 1 Pts
306,UWW M2M+ R/J ,EC@WWW - 11/14/2025 QTR: 1 CLK: 16:36,,,,,Miss 3 Pts,0:14.3,,,15:00.04,15:14.37,Eureka Red Devils,EC@WWW,11/15/2025,1,16:36,Micah Bruer,,,,5 Micah Bruer > Transition > Right Wing > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts
307,TRAN,EC@WWW - 11/14/2025 QTR: 1,,,,,No Violation,0:11.3,,,15:08.70,15:19.97,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,,Luke Bara,,,,32 Luke Bara > Non Possession > No Violation
308,BLOB - LINE : - ZONE,EC@WWW - 11/14/2025 QTR: 1 CLK: 16:12,,,,,Miss 2 Pts,0:14.9,,,15:50.64,16:05.57,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,16:12,Brock Marino,,,,21 Brock Marino > Post-Up > Flash Middle > Left Shoulder > Dribble Move > To Drop Step > Miss 2 Pts
309,UWW M2M D  TRAN,EC@WWW - 11/14/2025 QTR: 1 CLK: 16:07,,,,,Turnover,0:15.9,,,15:59.84,16:15.70,Eureka Red Devils,EC@WWW,11/15/2025,1,16:07,Colin Delaere,,,,0 Colin Delaere > Spot-Up > Drives Left > Turnover
310,TRAN,EC@WWW - 11/14/2025 QTR: 1 CLK: 16:07,,,,,Miss 2 Pts,0:15.5,,,16:07.44,16:22.97,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,16:07,Collin Madson,,,,15 Collin Madson > Transition > Ballhandler > To Basket > Miss 2 Pts
311,Brock Marino,EC@WWW - 11/14/2025 QTR: 1 CLK: 16:07,,,,,Miss 2 Pts,0:08.0,,,16:14.97,16:22.97,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,16:07,Brock Marino,,,,21 Brock Marino > Offensive Rebound > Short > Scoring Attempt > At Basket > Miss 2 Pts
312,UWW M2M Press,EC@WWW - 11/14/2025 QTR: 1,,,,,No Violation,0:14.0,,,17:11.50,17:25.50,Eureka Red Devils,EC@WWW,11/15/2025,1,,Colin Delaere,,,,0 Colin Delaere > Non Possession > No Violation
313,UWW M2M D- BLOB,EC@WWW - 11/14/2025 QTR: 1 CLK: 15:53,,,,,Make 2 Pts,0:12.9,,,18:56.90,19:09.77,Eureka Red Devils,EC@WWW,11/15/2025,1,15:53,Ben Carter,,,,4 Ben Carter > Cut > Flash > Make 2 Pts
314,5OUT - DS(BS) : - M2M(DROP),EC@WWW - 11/14/2025 QTR: 1,,,,,Non Shooting Foul,0:11.6,,,19:11.30,19:22.90,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,,Darius Chestnut,,,,10 Darius Chestnut > Non Possession > Non Shooting Foul
315,SLOB : - M2M,EC@WWW - 11/14/2025 QTR: 1,,,,,Miss 2 Pts,0:17.6,,,19:40.44,19:58.04,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,,Rashad Rogers,,,,35 Rashad Rogers > Post-Up > Right Block > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts
316,UWW M2M PRESS,EC@WWW - 11/14/2025 QTR: 1 CLK: 15:14,,,,,Turnover,0:15.6,,,19:58.17,20:13.77,Eureka Red Devils,EC@WWW,11/15/2025,1,15:14,Jonah Lauff,,,,30 Jonah Lauff > No Play Type > Turnover
317,TRAN,EC@WWW - 11/14/2025 QTR: 1 CLK: 15:04,,,,,Miss 2 Pts,0:15.5,,,20:10.04,20:25.57,Wisconsin-(Whitewater) Warhawks,EC@WWW,11/15/2025,1,15:04,Jake Quast,,,,12 Jake Quast > P&R Ball Handler > Right P&R > Side > Dribble Off Pick > To Basket > Miss 2 Pts
