team,jersey_number,name,position,height,class_year,photo_url,source
Aurora Spartans,0,CULLEN RAULS,G,6-1,JR,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMTM1IiBoZWlnaHQ9IjQ0IiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciPjxwYXRoIGQ9Ik0yNS40OCAyNS44NzFsLTEuNi0yLjc1MyAyLjQ1OC00LjI4NmgtNC45NDlsLTEuNTg1LTIuNzI4aDExLjMwOGwtNS42MjYgOS43NTggMi4xOCAzLjc0NS00LjE2NiA3LjE3N0w3LjMwOCA4Ljg4OGgzMi4zODRsLTQuMTg4IDcuMjE2aC00LjM5MWwxLjk3OS0zLjQzMkgxMy45MDhMMjMuNSAyOS4zMDRsMS45OC0zLjQzM3ptNTMuMTYtNy4zMjdsLS44OTguNTg4YTIuNDMgMi40MyAwIDAwLS41OTMtLjc1NWMtLjE5OC0uMTUtLjU2My0uMzQ3LTEuMTQxLS4zNDctMS4wMDUgMC0xLjcwNC42Mi0xLjcwNCAxLjU1NSAwIC4zOTMuMTA2LjYyLjM4Ljg3Ni4zMDQuMzAyLjY4NS40NjggMS4wNjUuNjM1bC45NzQuNDIyYy41OTMuMjU3IDEuMTQuNTI5IDEuNTY3Ljk1Mi41MTcuNTEzLjczIDEuMTAyLjczIDEuODI3IDAgMS44NTctMS4zODQgMy4wOTYtMy4yMSAzLjA5Ni0uNjcgMC0xLjUwNi0uMTM2LTIuMjA2LS44MTYtLjUwMi0uNDgzLS44MDctMS4xNzgtLjk0NC0xLjc4MmwxLjA5Ni0uMzAyYy4wNzYuNTI5LjMyLjk4Mi42MDggMS4yODQuNDQyLjQzOC45NDQuNTU5IDEuNDYxLjU1OSAxLjM4NSAwIDIuMDM5LS45ODIgMi4wMzktMS45OTQgMC0uNDUzLS4xMzctLjg0NS0uNTAyLTEuMTc4LS4yOS0uMjcxLS42ODUtLjQ1My0xLjIxNy0uNjk0bC0uOTEzLS40MjNjLS4zOTYtLjE4MS0uODk4LS4zOTMtMS4zNTQtLjgzLS40NDItLjQyMy0uNy0uODkyLS43LTEuNjQ3IDAtMS41NTUgMS4yMDItMi41OTcgMi44NDUtMi41OTcuNjI0IDAgMS4xMjYuMTIgMS42MjguNDUzLjQxLjI3Mi43Ni42OC45ODkgMS4xMTh6bTkuOTMtLjU3NHYxLjM4OWE1LjAwMSA1LjAwMSAwIDAwLTEuMzIzLS45MzYgNC4zNSA0LjM1IDAgMDAtMS43NS0uMzkzYy0yLjM0MyAwLTQuMDc4IDEuODczLTQuMDc4IDQuMTk4IDAgMi43MzMgMi4yMzcgNC4xMDggNC4wOTMgNC4xMDguNjg1IDAgMS4zNTQtLjE5NyAxLjg4Ny0uNDY5YTQuNjE0IDQuNjE0IDAgMDAxLjE3MS0uODQ1djEuMzg5YTUuMzEyIDUuMzEyIDAgMDEtMy4wNTguOTgyYy0zLjAxMiAwLTUuMjQ5LTIuMjY2LTUuMjQ5LTUuMTggMC0zLjAwNSAyLjI2Ny01LjI0IDUuMzEtNS4yNC42MDkgMCAxLjc4LjA3NiAyLjk5Ny45OTd6bTYuMzQ2IDkuNDIzYy0yLjkzNyAwLTUuMjgtMi4yMi01LjI4LTUuMjEgMC0zLjAwNSAyLjM1OC01LjIxIDUuMjgtNS4yMSAyLjkyIDAgNS4yOCAyLjIwNSA1LjI4IDUuMjEgMCAyLjk5LTIuMzQ0IDUuMjEtNS4yOCA1LjIxem0wLTkuMzYzYTQuMTI0IDQuMTI0IDAgMDAtNC4xMjQgNC4xNTMgNC4xMjQgNC4xMjQgMCAwMDQuMTI0IDQuMTUzIDQuMTI0IDQuMTI0IDAgMDA0LjEyMy00LjE1MyA0LjEyNCA0LjEyNCAwIDAwLTQuMTIzLTQuMTUzem04LjM3My0uODl2Ni4xNzVjMCAuODQ2IDAgMS43NjcuODA2IDIuNDQ3LjQxMS4zNDcgMS4xMTEuNTc0IDEuNjc0LjU3NHMxLjI2My0uMjI3IDEuNjc0LS41NzRjLjgwNi0uNjguODA2LTEuNjAxLjgwNi0yLjQ0N1YxNy4xNGgxLjEyNnY2LjQ3OGMwIC44NDYtLjA5MSAxLjY2MS0uNjM5IDIuNDE2LS42MDkuODMxLTEuNjc0IDEuMzYtMi45NjcgMS4zNi0xLjI5MyAwLTIuMzU4LS41MjktMi45NjctMS4zNi0uNTQ4LS43NTUtLjYzOS0xLjU3LS42MzktMi40MTZWMTcuMTRoMS4xMjZ6bTEzLjU2MiAxLjA1NmgtMi40NjV2OS4wMTVoLTEuMTI2di05LjAxNWgtMi40NjVWMTcuMTRoNi4wNTZ2MS4wNTctLjAwMXptMi4yNDktMi4wMjZoLjI0MmMuMDc4IDAgLjE0My0uMDEuMTkyLS4wMzIuMDUtLjAyMS4wNzUtLjA3Mi4wNzUtLjE1M2EuMTMyLjEzMiAwIDAwLS4wMjYtLjA4Ni4xNzMuMTczIDAgMDAtLjA2Ni0uMDUuMzM3LjMzNyAwIDAwLS4wOTItLjAyMy43Ny43NyAwIDAwLS4wOTYtLjAwNmgtLjIyOHYuMzVoLS4wMDF6bS0uMjctLjU1N2guNTE1Yy4xNzIgMCAuMzA0LjAzLjM5Ni4wODkuMDkzLjA2LjEzOS4xNjEuMTM5LjMwNWEuNDEuNDEgMCAwMS0uMDI4LjE1OC4yOC4yOCAwIDAxLS4wNzYuMTA3LjM1LjM1IDAgMDEtLjExNC4wNjMuNTg1LjU4NSAwIDAxLS4xNC4wM2wuMzY1LjU4MmgtLjI4NGwtLjMzMy0uNTdoLS4xN3YuNTdoLS4yN3YtMS4zMzR6bS0uNTU4LjcwOGExLjAyMiAxLjAyMiAwIDAwLjI5Ny43MjhjLjA5MS4wOS4yLjE2LjMyMy4yMTEuMTI0LjA1LjI1OC4wNzYuNC4wNzYuMTQgMCAuMjcyLS4wMjUuMzk2LS4wNzZhLjk3OS45NzkgMCAwMC41NDItLjUzM2MuMDU0LS4xMjQuMDgyLS4yNi4wODItLjQwNmEuOTkuOTkgMCAwMC0uNjI0LS45MzMgMS4wNCAxLjA0IDAgMDAtLjM5Ni0uMDc2IDEuMDUgMS4wNSAwIDAwLS40LjA3Ni45OTMuOTkzIDAgMDAtLjU0LjUyOCAxLjAxIDEuMDEgMCAwMC0uMDguNDA1em0tLjI2Ni4wMDFjMC0uMTkzLjAzNS0uMzY5LjEwNi0uNTI2YTEuMjI4IDEuMjI4IDAgMDEuNjkzLS42NTdjLjE1NS0uMDYuMzE3LS4wOTEuNDg3LS4wOTFhMS4zMzIgMS4zMzIgMCAwMS44OTcuMzQ3Yy4xMTguMTEuMjEzLjI0NC4yODMuNDAxLjA3LjE1Ny4xMDYuMzMzLjEwNi41MjZhMS4yNDcgMS4yNDcgMCAwMS0uMzg4LjkzMyAxLjIzMSAxLjIzMSAwIDAxLS40MTEuMjU2Yy0uMTU1LjA2LS4zMTcuMDg5LS40ODcuMDg5LS4xNyAwLS4zMzItLjAzLS40ODctLjA4OWExLjIzMSAxLjIzMSAwIDAxLS43OTktMS4xODl6bS03Mi4xNTEuODAxdjIuMjI3aC0zLjE1MnYxLjY4MmgyLjg2NnYyLjIyN2gtMi44NjZ2My45N2gtMi42MVYxNy4xMjNoNS43NjJ6bTcuMTEgMTAuMTA2bC0uNjE5LTEuNjk3aC0zLjY1bC0uNjc5IDEuNjk3aC0yLjc2bDMuODYxLTEwLjEwNmgyLjg1MWwzLjc4NiAxMC4xMDZoLTIuNzl6bS0zLjU0NS0zLjY5N2gyLjIzMmwtMS4xMzEtMy4yNzMtMS4xMDEgMy4yNzN6bTYuODMgMi43ODhsMS4xMTYtMi4xMjFjLjU1OC41MyAxLjQwMyAxLjAzIDIuMzA4IDEuMDMuNTI4IDAgLjg0NS0uMTY3IDEuMDEtLjM0OWEuOTA2LjkwNiAwIDAwLjI1Ny0uNjM2Ljc5Ljc5IDAgMDAtLjI4Ni0uNjA2Yy0uMjU3LS4yMjctLjY0OS0uMzMzLTEuMjk4LS41M2wtLjY3OC0uMjEyYy0uNDIzLS4xMzctMS4wNDEtLjM2NC0xLjQ0OC0uODE4LS41MTMtLjU2MS0uNTc0LTEuMjczLS41NzQtMS43ODggMC0xLjI0My40ODMtMiAuOTItMi40NC41MTMtLjUxNSAxLjM1OC0uOTU0IDIuNTgtLjk1NC45OTUgMCAyLjE1Ny4zMTggMy4xMDcuODE4bC0xLjA0IDIuMDQ1Yy0uNzg1LS42Mi0xLjM3My0uNjgxLTEuNzItLjY4MS0uMjU3IDAtLjYwNC4wNi0uODYuMzAzLS4xNS4xNTEtLjI1Ni4zMTgtLjI1Ni41NDUgMCAuMTgyLjAzLjMxOC4xMzUuNDU1LjA3Ni4wOS4yNTcuMjcyLjg3NS40NTRsLjguMjQzYy42MzMuMTk3IDEuMjk3LjQyNCAxLjgyNSAxIC41MTIuNTQ1LjY0OCAxLjEwNi42NDggMS44MDIgMCAuOTI1LS4yMjYgMS44MTktLjk1IDIuNTQ2LS44Ni44NjMtMS45IDEuMDMtMi45NzEgMS4wMy0uNjM0IDAtMS4yMzctLjA2LTEuOTc2LS4zMzMtLjE2Ni0uMDYtLjgtLjMwMy0xLjUyNC0uODAzem0xNC43MzItNi45N0g2OC44NHY3Ljg3OWgtMi42MVYxOS4zNWgtMi4xNDJ2LTIuMjI3aDYuODk0djIuMjI3eiIgZmlsbD0iIzA5OTE1RCIgZmlsbC1ydWxlPSJldmVub2RkIi8+PC9zdmc+",FastScout roster page
Aurora Spartans,1,BRYDEN GRYZMALA,G,5-11,FR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Bryden Gryzmala/1763067640845,FastScout roster page
Aurora Spartans,2,JUAN MADRIGAL,G,6-4,JR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Juan Madrigal/1763067640173,FastScout roster page
Aurora Spartans,3,JEFFERY HILLMER,G,6-4,JR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Jeffery Hillmer/1763067642739,FastScout roster page
Aurora Spartans,4,ADAM AWENDER,G,6-0,FR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Adam Awender/1763067644558,FastScout roster page
Aurora Spartans,5,LARRY CARTHAN,F,6-7,JR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Larry Carthan/1763067640632,FastScout roster page
Aurora Spartans,10,JOSH TINNEY,G,6-1,FR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Josh Tinney/1763067644351,FastScout roster page
Aurora Spartans,11,MEKHI DOBY,G,6-3,JR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Mekhi Doby/1763067641902,FastScout roster page
Aurora Spartans,12,ROBERT HUTSON,G,6-3,SO,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Robert Hutson/1763067643426,FastScout roster page
Aurora Spartans,13,ZERRICK JOHNSON,G,6-2,FR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Zerrick Johnson/1763067644141,FastScout roster page
Aurora Spartans,14,GAVIN ESCOBEDO,G,6-2,FR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Gavin Escobedo/1763067643674,FastScout roster page
Aurora Spartans,20,DEVON WHITE,G,6-2,FR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Devon White/1763067639657,FastScout roster page
Aurora Spartans,21,ISAIAH THOMPSON,F,6-3,SR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Isaiah Thompson/1763067642420,FastScout roster page
Aurora Spartans,22,DEVON RICHARDSON,C,6-8,JR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Devon Richardson/1763067642969,FastScout roster page
Aurora Spartans,23,MATT ANDERSON,G,6-3,FR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Matt Anderson/1763067641335,FastScout roster page
Aurora Spartans,24,GEVON GRANT,G,6-0,JR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Gevon Grant/1763067639899,FastScout roster page
Aurora Spartans,25,ARAMIS CURRIN,G,6-2,FR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Aramis Currin/1763067642189,FastScout roster page
Aurora Spartans,30,ALEX ROSS,G,6-1,JR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Alex Ross/1763067638654,FastScout roster page
Aurora Spartans,32,JORDAN SCHROEDER,G,6-1,SR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Jordan Schroeder/1763067641610,FastScout roster page
Aurora Spartans,33,ISAAC ROSS,G,6-1,JR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Isaac Ross/1763067639410,FastScout roster page
Aurora Spartans,34,CONNOR FITZGERALD,G,6-0,FR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Connor Fitzgerald/1763067643197,FastScout roster page
Aurora Spartans,35,CALEB BURGINS,G,6-1,FR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Caleb Burgins/1762661748272,FastScout roster page
Aurora Spartans,40,LUIS MUR MARTIN,C,6-9,JR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Luis Mur Martin/1763067643905,FastScout roster page
Aurora Spartans,44,KENNY ROSARIO,G,5-10,FR,https://stats-assets.fastmodelsports.com/images/personnel/Aurora/2025-2026/Kenny Rosario/1763067639182,FastScout roster page
Aurora Spartans,96,WIFI CHIN,G,6-0,FR,https://download.fastmodeltechnologies.com/FSimages/players/default.png,FastScout roster page
Aurora Spartans,97,BRYCE MOORE,G,6-3,FR,https://download.fastmodeltechnologies.com/FSimages/players/default.png,FastScout roster page
Aurora Spartans,98,SEBASTIAN DEERING,F,6-5,FR,https://download.fastmodeltechnologies.com/FSimages/players/default.png,FastScout roster page
Simpson Storm,0,JACHIN MERTES,G,6-6,JR,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Jachin Mertes/1762760007555,FastScout roster page
Simpson Storm,1,MICHAEL KASPERBAUER,G,5-11,SO,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Michael Kasperbauer/1762760033957,FastScout roster page
Simpson Storm,2,BO HUSTON,G,5-10,SR,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Bo Huston/1762760040394,FastScout roster page
Simpson Storm,3,ISAAC AVERILL,G,6-4,FR,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Isaac Averill/1762760045864,FastScout roster page
Simpson Storm,4,CAMDEN SEUFERER,F,6-5,FR,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Camden Seuferer/1762760052015,FastScout roster page
Simpson Storm,5,MATEO DZOLOTA,G,6-1,FR,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Mateo Dzolota/1762760057900,FastScout roster page
Simpson Storm,10,CALIX CAHILL,F,6-6,SO,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Calix Cahill/1762760064062,FastScout roster page
Simpson Storm,11,SPENCER HOLLEY,G,6-4,FR,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Spencer Holley/1762760071013,FastScout roster page
Simpson Storm,12,PRESTON DAEDLOW,G,5-8,SO,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Preston Daedlow/1762760075805,FastScout roster page
Simpson Storm,13,LEVI GURWELL,G,6-0,SR,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Levi Gurwell/1762760082159,FastScout roster page
Simpson Storm,14,COLTON RASMUSSEN,G,6-4,SO,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Colton Rasmussen/1762760087689,FastScout roster page
Simpson Storm,15,SETH GIPPLE,F,6-5,FR,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Seth Gipple/1762760092944,FastScout roster page
Simpson Storm,20,NOLAN MCDONALD,G/F,6-1,SO,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Nolan McDonald/1762760099788,FastScout roster page
Simpson Storm,22,HUNTER HUGHES,G,6-3,SO,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Hunter Hughes/1762760105588,FastScout roster page
Simpson Storm,23,CAM HENDERSON,G,5-10,SO,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Cam Henderson/1762760111134,FastScout roster page
Simpson Storm,24,CALEB DYVIG,G,6-3,FR,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Caleb Dyvig/1762760116640,FastScout roster page
Simpson Storm,30,BROGAN FULLER,G,6-4,SO,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Brogan Fuller/1762760123126,FastScout roster page
Simpson Storm,33,BRADY CONNOR,F,6-6,JR,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Brady Connor/1762760128754,FastScout roster page
Simpson Storm,34,MARCUS HAUPERT,F,6-5,SR,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Marcus Haupert/1762760134202,FastScout roster page
Simpson Storm,35,NATHANIEL WINTER,G,6-4,JR,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Nathaniel Winter/1762760140586,FastScout roster page
Simpson Storm,40,LOGAN KOWALSKI,F/C,6-9,SO,https://stats-assets.fastmodelsports.com/images/personnel/Simpson/2025-2026/Logan Kowalski/1762760146728,FastScout roster page
Elmhurst Bluejays,0,SEBASTIAN BLACHUT,G,6-2,SR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Sebastian Blachut/1763456592787,FastScout roster page
Elmhurst Bluejays,1,DOMINIC TRELENBERG,F,6-5,SR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Dominic Trelenberg/1763456595536,FastScout roster page
Elmhurst Bluejays,2,LUKE SMITH,G,6-0,FR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Luke Smith/1763456595080,FastScout roster page
Elmhurst Bluejays,3,STEFAN SOH,G,6-0,SO,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Stefan Soh/1763456595984,FastScout roster page
Elmhurst Bluejays,4,EJ MARSHALL,G,6-0,JR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/EJ Marshall/1763456594653,FastScout roster page
Elmhurst Bluejays,5,EVAN SALVADOR,G,6-0,FR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Evan Salvador/1763456593973,FastScout roster page
Elmhurst Bluejays,10,STEVEN TIERNEY,G,6-2,FR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Steven Tierney/1761300615570,FastScout roster page
Elmhurst Bluejays,11,JACK CHERRY,G,6-2,SO,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Jack Cherry/1763456596246,FastScout roster page
Elmhurst Bluejays,12,JOHN WITCHER,G,6-4,SR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/John Witcher/1763456596743,FastScout roster page
Elmhurst Bluejays,13,DJ JERVIER,G,6-4,FR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/DJ Jervier/1763456594872,FastScout roster page
Elmhurst Bluejays,14,ANDY COLVIN,F,6-8,FR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Andy Colvin/1763456592577,FastScout roster page
Elmhurst Bluejays,15,VINNIE ADJAHOUNGBETA,F,6-5,SO,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Vinnie Adjahoungbeta/1763456593494,FastScout roster page
Elmhurst Bluejays,20,COOPER HASZ,F,6-6,JR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Cooper Hasz/1763456594182,FastScout roster page
Elmhurst Bluejays,21,TALEN PEARSON,G,6-5,SO,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Talen Pearson/1763456592056,FastScout roster page
Elmhurst Bluejays,22,JEFFREY WILLIAMS,F,6-4,SO,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Jeffrey Williams/1763456593006,FastScout roster page
Elmhurst Bluejays,23,BRENT COLLAR,F,6-5,FR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Brent Collar/1763456595777,FastScout roster page
Elmhurst Bluejays,24,SIMON WEISSERMAN,F,6-7,JR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Simon Weisserman/1763456595285,FastScout roster page
Elmhurst Bluejays,25,JAEDEN WARRENER,G,6-0,FR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Jaeden Warrener/1763456594444,FastScout roster page
Elmhurst Bluejays,30,CHARALAMPOS VASILOPOULOS,G,6-2,SR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Charalampos Vasilopoulos/1762668525956,FastScout roster page
Elmhurst Bluejays,31,STANTON TURNER,C,6-8,JR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Stanton Turner/1763456593752,FastScout roster page
Elmhurst Bluejays,32,QUINTIN WIENCEK,F,6-5,FR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Quintin Wiencek/1763456593242,FastScout roster page
Elmhurst Bluejays,33,VAGGELIS MITROPOULOS,G,6-5,FR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Vaggelis Mitropoulos/1761300616720,FastScout roster page
Elmhurst Bluejays,35,OLIVER ADAMS,C,6-9,FR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Oliver Adams/1763456592319,FastScout roster page
Elmhurst Bluejays,40,AIDYN BOONE,F,6-5,JR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Aidyn Boone/1763456596495,FastScout roster page
Elmhurst Bluejays,54,JAIDEN MALICHI,F,6-7,SR,https://stats-assets.fastmodelsports.com/images/personnel/Elmhurst/2025-2026/Jaiden Malichi/1761300618169,FastScout roster page
Lawrence Vikings,0,NOAH PORTALATIN,G,5-10,JR,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Noah Portalatin/1761369106904,FastScout roster page
Lawrence Vikings,1,MATAI EDGECOMBE,F,6-5,SO,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Matai Edgecombe/1761369110929,FastScout roster page
Lawrence Vikings,2,JULIAN MARTINEZ,G,6-0,JR,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Julian Martinez/1761369108039,FastScout roster page
Lawrence Vikings,3,NATHAN VALENTINE,G,5-11,SR,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Nathan Valentine/1761369109531,FastScout roster page
Lawrence Vikings,4,CALEB NASH,G,6-1,SO,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Caleb Nash/1761369108667,FastScout roster page
Lawrence Vikings,5,CAMERON NASH,G,6-2,SO,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Cameron Nash/1761369111653,FastScout roster page
Lawrence Vikings,10,HOGAN DEMOVSKY,G,6-3,JR,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Hogan Demovsky/1761369108286,FastScout roster page
Lawrence Vikings,11,JACKSON WEBER,G,6-3,FR,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Jackson Weber/1761369109781,FastScout roster page
Lawrence Vikings,12,NICOLAS MANZANERA,G,6-0,SR,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Nicolas Manzanera/1761369107211,FastScout roster page
Lawrence Vikings,14,LANDON KEY,F,6-4,SO,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Landon Key/1761369107451,FastScout roster page
Lawrence Vikings,15,CJ CAMPBELL,F,6-7,JR,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/CJ Campbell/1761369110061,FastScout roster page
Lawrence Vikings,20,CASEY SCHOENECKER,F,6-6,JR,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Casey Schoenecker/1761369108982,FastScout roster page
Lawrence Vikings,21,NOLAN KOCH,F,6-5,SO,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Nolan Koch/1761369110378,FastScout roster page
Lawrence Vikings,22,NICHOLAS GOURIOTIS,F,6-5,JR,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Nicholas Gouriotis/1761369110693,FastScout roster page
Lawrence Vikings,23,DAMIAN CEJKA,G,5-11,SR,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Damian Cejka/1761369107718,FastScout roster page
Lawrence Vikings,24,ROBERT OLIVE,F,6-5,FR,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Robert Olive/1761369111186,FastScout roster page
Lawrence Vikings,25,ANDREW HINTERSTOCKER,G,5-10,SO,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Andrew Hinterstocker/1761369106111,FastScout roster page
Lawrence Vikings,30,MANU REDAH,G,6-2,SR,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Manu Redah/1761369106563,FastScout roster page
Lawrence Vikings,33,JOE WHITFILL,G,6-0,SO,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Joe Whitfill/1761369112034,FastScout roster page
Lawrence Vikings,34,HENRY JENSEN,F,6-7,FR,https://stats-assets.fastmodelsports.com/images/personnel/Lawrence/2025-2026/Henry Jensen/1761369111407,FastScout roster page
Carroll (WI) Pioneers,3,LUCAS PARKER,G,6-4,JR,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Lucas Parker/1762665853818,FastScout roster page
Carroll (WI) Pioneers,4,MICHAEL MCNABB,G,6-5,SO,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Michael McNabb/1762665854016,FastScout roster page
Carroll (WI) Pioneers,10,CAI JOSEPH,G/F,6-3,SO,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Cai Joseph/1762665854223,FastScout roster page
Carroll (WI) Pioneers,11,EVAN OLESON,G,5-10,SO,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Evan Oleson/1762665854643,FastScout roster page
Carroll (WI) Pioneers,12,PEYTON MCKENNA,G,6-2,SO,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Peyton McKenna/1762665852905,FastScout roster page
Carroll (WI) Pioneers,15,EVAN BLAND,G,6-0,SR,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Evan Bland/1762665852148,FastScout roster page
Carroll (WI) Pioneers,20,GRAY DINGWALL,G,6-1,FR,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Gray Dingwall/1762665855290,FastScout roster page
Carroll (WI) Pioneers,22,ANDREW HOLLERICH,G,6-2,SO,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Andrew Hollerich/1762665851857,FastScout roster page
Carroll (WI) Pioneers,23,JIMMY TARJAN,G/F,6-3,SO,https://stats-assets.fastmodelsports.com/images/personnel/Carroll (WI)/2025-2026/Jimmy Tarjan/1762665855564,FastScout roster page
