opponent,game_date,stint_num,uww_lineup,opp_lineup,start_event_order,end_event_order,end_uww_score,end_opp_score,start_prev_uww_score,start_prev_opp_score,stint_seconds,n_events,uww_margin_change,stint_minutes
UW-La Crosse Eagles,2026-01-14,20,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Carson Bauer, Carter Wollan, Dustin Derousseau, Jacob Butler, Sam Ferge",206,215,24.0,14.0,24.0,13.0,39.0,10,-1.0,0.65
UW-La Crosse Eagles,2026-01-14,21,"Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara, Richie Warren","Carson Bauer, Carter Wollan, Dustin Derousseau, Jacob Butler, Sam Ferge",216,224,24.0,14.0,24.0,14.0,8.0,9,0.0,0.13
UW-La Crosse Eagles,2026-01-14,22,"Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara, Richie Warren","Carson Bauer, Carter Wollan, Dustin Derousseau, JJ Paider, Sam Ferge",225,234,26.0,18.0,24.0,14.0,88.0,10,-2.0,1.47
UW-La Crosse Eagles,2026-01-14,23,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Carson Bauer, Carter Wollan, Dustin Derousseau, JJ Paider, Sam Ferge",235,252,31.0,18.0,26.0,18.0,49.0,18,5.0,0.82
UW-La Crosse Eagles,2026-01-14,24,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Carson Bauer, Dustin Derousseau, JJ Paider, Sam Ferge, Sam Grieger",253,255,31.0,18.0,31.0,18.0,19.0,3,0.0,0.32
UW-La Crosse Eagles,2026-01-14,25,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Carson Bauer, Carter Wollan, Dustin Derousseau, JJ Paider, Sam Ferge",256,260,31.0,20.0,31.0,18.0,31.0,5,-2.0,0.52
UW-La Crosse Eagles,2026-01-14,26,"Collin Madson, Isaac Verges, Luke Bara, Richie Warren, Tyshawn Teague-Johnson","Carson Bauer, Carter Wollan, Dustin Derousseau, JJ Paider, Sam Ferge",261,266,33.0,20.0,31.0,20.0,44.0,6,2.0,0.73
UW-La Crosse Eagles,2026-01-14,27,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Carson Bauer, Devon Fielding, Dustin Derousseau, JJ Paider, Sam Grieger",269,276,36.0,20.0,33.0,20.0,51.0,8,3.0,0.85
UW-La Crosse Eagles,2026-01-14,28,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Devon Fielding, Dustin Derousseau, JJ Paider, Jacob Butler, Sam Grieger",277,283,38.0,22.0,36.0,20.0,19.0,7,0.0,0.32
UW-La Crosse Eagles,2026-01-14,29,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Dustin Derousseau, JJ Paider, Jacob Butler, Sam Ferge, Sam Grieger",284,294,38.0,25.0,38.0,22.0,60.0,11,-3.0,1.0
UW-La Crosse Eagles,2026-01-14,30,"Brock Marino, Collin Madson, Isaiah Robinson, Luke Bara, Richie Warren","Dustin Derousseau, JJ Paider, Jacob Butler, Sam Ferge, Sam Grieger",295,308,41.0,30.0,38.0,25.0,65.0,14,-2.0,1.08
UW-La Crosse Eagles,2026-01-14,31,"Collin Madson, Isaiah Robinson, Jake Quast, Luke Bara, Richie Warren","Dustin Derousseau, JJ Paider, Jacob Butler, Sam Ferge, Sam Grieger",309,315,44.0,30.0,41.0,30.0,48.0,7,3.0,0.8
UW-La Crosse Eagles,2026-01-14,32,"Collin Madson, Isaiah Robinson, Jake Quast, Luke Bara, Richie Warren","JJ Paider, Jacob Butler, Sam Ferge, Sam Grieger, Sean Ladwig",316,322,44.0,30.0,44.0,30.0,38.0,7,0.0,0.63
UW-La Crosse Eagles,2026-01-14,33,"Collin Madson, Isaiah Robinson, Jake Quast, Luke Bara, Richie Warren","Devon Fielding, Dustin Derousseau, Jacob Butler, Sam Ferge, Sean Ladwig",323,329,47.0,30.0,44.0,30.0,53.0,7,3.0,0.88
UW-La Crosse Eagles,2026-01-14,34,"Collin Madson, Isaiah Robinson, Jake Quast, Luke Bara, Richie Warren","Carter Wollan, Devon Fielding, Dustin Derousseau, Jacob Butler, Sam Ferge",330,343,49.0,30.0,47.0,30.0,56.0,14,2.0,0.93
UW-La Crosse Eagles,2026-01-14,35,"Collin Madson, Isaiah Robinson, Jake Quast, Luke Bara, Richie Warren","Carter Wollan, Devon Fielding, Dustin Derousseau, JJ Paider, Sam Grieger",344,351,49.0,32.0,49.0,30.0,34.0,8,-2.0,0.57
UW-La Crosse Eagles,2026-01-14,36,"Collin Madson, Isaiah Robinson, Jake Quast, Luke Bara, Richie Warren","Carson Bauer, Carter Wollan, Dustin Derousseau, JJ Paider, Sam Grieger",352,353,49.0,32.0,49.0,32.0,0.0,2,0.0,0.0
UW-La Crosse Eagles,2026-01-14,37,"Collin Madson, Isaiah Robinson, Jake Quast, Luke Bara, Tyshawn Teague-Johnson","Carson Bauer, Carter Wollan, Dustin Derousseau, JJ Paider, Sam Grieger",354,361,49.0,34.0,49.0,32.0,32.0,8,-2.0,0.53
UW-La Crosse Eagles,2026-01-14,38,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Tyshawn Teague-Johnson","Carson Bauer, Carter Wollan, Dustin Derousseau, JJ Paider, Sam Grieger",362,371,49.0,34.0,49.0,34.0,41.0,10,0.0,0.68
UW-La Crosse Eagles,2026-01-14,39,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Tyshawn Teague-Johnson","Carson Bauer, Carter Wollan, Dustin Derousseau, Jacob Butler, Sam Grieger",372,377,49.0,36.0,49.0,34.0,13.0,6,-2.0,0.22
UW-La Crosse Eagles,2026-01-14,40,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Tyshawn Teague-Johnson","Carson Bauer, Carter Wollan, Dustin Derousseau, JJ Paider, Sam Grieger",378,383,49.0,36.0,49.0,36.0,17.0,6,0.0,0.28
UW-La Crosse Eagles,2026-01-14,41,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Tyshawn Teague-Johnson","Carson Bauer, Devon Fielding, Dustin Derousseau, JJ Paider, Sam Grieger",384,385,49.0,36.0,49.0,36.0,0.0,2,0.0,0.0
UW-La Crosse Eagles,2026-01-14,42,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Carson Bauer, Devon Fielding, Dustin Derousseau, JJ Paider, Sam Grieger",386,390,50.0,36.0,49.0,36.0,13.0,5,1.0,0.22
UW-La Crosse Eagles,2026-01-14,43,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Carson Bauer, Dustin Derousseau, JJ Paider, Sam Ferge, Sam Grieger",391,394,50.0,38.0,50.0,36.0,22.0,4,-2.0,0.37
UW-La Crosse Eagles,2026-01-14,44,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Carson Bauer, Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger",395,399,50.0,38.0,50.0,38.0,19.0,5,0.0,0.32
UW-La Crosse Eagles,2026-01-14,45,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",400,416,50.0,40.0,50.0,38.0,63.0,17,-2.0,1.05
UW-La Crosse Eagles,2026-01-14,46,"Brock Marino, Collin Madson, Isaac Verges, Kelton McEwen, Luke Bara","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",417,435,52.0,44.0,50.0,40.0,66.0,19,-2.0,1.1
UW-La Crosse Eagles,2026-01-14,47,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",436,446,54.0,46.0,52.0,44.0,69.0,11,0.0,1.15
UW-La Crosse Eagles,2026-01-14,48,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",447,457,56.0,46.0,54.0,46.0,56.0,11,2.0,0.93
UW-La Crosse Eagles,2026-01-14,49,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Devon Fielding, Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger",458,462,56.0,48.0,56.0,46.0,41.0,5,-2.0,0.68
UW-La Crosse Eagles,2026-01-14,50,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",463,470,56.0,50.0,56.0,48.0,12.0,8,-2.0,0.2
UW-La Crosse Eagles,2026-01-14,51,"Collin Madson, Isaiah Robinson, JR Lukenbill, Jake Quast, Luke Bara","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",471,491,57.0,54.0,56.0,50.0,87.0,21,-3.0,1.45
UW-La Crosse Eagles,2026-01-14,52,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",492,509,61.0,56.0,57.0,54.0,103.0,18,2.0,1.72
UW-La Crosse Eagles,2026-01-14,53,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger, Sean Ladwig",510,513,61.0,58.0,61.0,56.0,15.0,4,-2.0,0.25
UW-La Crosse Eagles,2026-01-14,54,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",514,518,63.0,58.0,61.0,58.0,0.0,5,2.0,0.0
UW-La Crosse Eagles,2026-01-14,55,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Richie Warren","Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger, Sean Ladwig",519,534,63.0,60.0,63.0,58.0,83.0,16,-2.0,1.38
UW-La Crosse Eagles,2026-02-04,1,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",1,40,7.0,9.0,0.0,0.0,297.0,40,-2.0,4.95
UW-La Crosse Eagles,2026-02-04,2,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Ben Goedheer, Dustin Derousseau, Jack Crowley, Jacob Butler, Sam Grieger",41,61,11.0,15.0,7.0,9.0,116.0,21,-2.0,1.93
UW-La Crosse Eagles,2026-02-04,3,"Austin Ambrose, Collin Madson, Isaiah Robinson, Jake Quast, Kelton McEwen","Ben Goedheer, Dustin Derousseau, Jack Crowley, Jacob Butler, Sam Grieger",62,62,11.0,15.0,11.0,15.0,0.0,1,0.0,0.0
UW-La Crosse Eagles,2026-02-04,4,"Austin Ambrose, Collin Madson, Isaiah Robinson, Jake Quast, Kelton McEwen","Ben Goedheer, Carson Bauer, Dustin Derousseau, Jack Crowley, Jacob Butler",63,68,11.0,17.0,11.0,15.0,7.0,6,-2.0,0.12
UW-La Crosse Eagles,2026-02-04,5,"Austin Ambrose, Collin Madson, Isaiah Robinson, Jake Quast, Kelton McEwen","Ben Goedheer, Carson Bauer, Dustin Derousseau, Eli Schroeder, Jacob Butler",69,84,14.0,19.0,11.0,17.0,70.0,16,1.0,1.17
UW-La Crosse Eagles,2026-02-04,6,"Austin Ambrose, Collin Madson, Isaiah Robinson, Jake Quast, Kelton McEwen","Ben Goedheer, Carson Bauer, Dustin Derousseau, JJ Paider, Sam Grieger",85,92,15.0,20.0,14.0,19.0,15.0,8,0.0,0.25
UW-La Crosse Eagles,2026-02-04,7,"Austin Ambrose, Collin Madson, Isaiah Robinson, Jake Quast, Kelton McEwen","Carson Bauer, Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger",93,100,20.0,20.0,15.0,20.0,91.0,8,5.0,1.52
UW-La Crosse Eagles,2026-02-04,8,"Austin Ambrose, Collin Madson, Isaiah Robinson, Jake Quast, Kelton McEwen","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",101,102,20.0,20.0,20.0,20.0,0.0,2,0.0,0.0
UW-La Crosse Eagles,2026-02-04,9,"Austin Ambrose, Collin Madson, Isaac Verges, Jake Quast, Kelton McEwen","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",103,127,26.0,24.0,20.0,20.0,149.0,25,2.0,2.48
UW-La Crosse Eagles,2026-02-04,10,"Brock Marino, Collin Madson, Isaac Verges, Kelton McEwen, Richie Warren","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",128,138,28.0,27.0,26.0,24.0,63.0,11,-1.0,1.05
UW-La Crosse Eagles,2026-02-04,11,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",139,146,30.0,28.0,28.0,27.0,39.0,8,1.0,0.65
UW-La Crosse Eagles,2026-02-04,12,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",147,148,30.0,28.0,30.0,28.0,0.0,2,0.0,0.0
UW-La Crosse Eagles,2026-02-04,13,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Carter Wollan, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",149,151,30.0,28.0,30.0,28.0,0.0,3,0.0,0.0
UW-La Crosse Eagles,2026-02-04,14,"Brock Marino, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Ben Goedheer, Carter Wollan, Jack Crowley, Jacob Butler, Sam Grieger",152,159,30.0,28.0,30.0,28.0,43.0,8,0.0,0.72
UW-La Crosse Eagles,2026-02-04,15,"Brock Marino, Collin Madson, Isaiah Robinson, JR Lukenbill, Luke Bara","Ben Goedheer, Carter Wollan, Jack Crowley, Jacob Butler, Sam Grieger",160,161,30.0,28.0,30.0,28.0,0.0,2,0.0,0.0
UW-La Crosse Eagles,2026-02-04,16,"Brock Marino, Collin Madson, Isaiah Robinson, JR Lukenbill, Luke Bara","Ben Goedheer, Carter Wollan, Dustin Derousseau, Jacob Butler, Sam Grieger",162,178,30.0,31.0,30.0,28.0,74.0,17,-3.0,1.23
UW-La Crosse Eagles,2026-02-04,17,"Austin Ambrose, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Ben Goedheer, Carter Wollan, Dustin Derousseau, Jacob Butler, Sam Grieger",179,179,30.0,31.0,30.0,31.0,0.0,1,0.0,0.0
UW-La Crosse Eagles,2026-02-04,18,"Austin Ambrose, Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara","Carter Wollan, Dustin Derousseau, JJ Paider, Jacob Butler, Sam Grieger",180,205,34.0,36.0,30.0,31.0,159.0,26,-1.0,2.65
UW-La Crosse Eagles,2026-02-04,19,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Carter Wollan, Dustin Derousseau, JJ Paider, Jacob Butler, Sam Grieger",206,209,34.0,36.0,34.0,36.0,0.0,4,0.0,0.0
UW-La Crosse Eagles,2026-02-04,20,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Carson Bauer, Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger",210,217,34.0,37.0,34.0,36.0,33.0,8,-1.0,0.55
UW-La Crosse Eagles,2026-02-04,21,"Collin Madson, JR Lukenbill, Jake Quast, Joey Berezowitz, Luke Bara","Carson Bauer, Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger",218,219,34.0,37.0,34.0,37.0,0.0,2,0.0,0.0
UW-La Crosse Eagles,2026-02-04,22,"Collin Madson, JR Lukenbill, Jake Quast, Joey Berezowitz, Luke Bara","Carson Bauer, Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler",220,226,34.0,37.0,34.0,37.0,12.0,7,0.0,0.2
UW-La Crosse Eagles,2026-02-04,23,"Collin Madson, JR Lukenbill, Jake Quast, Joey Berezowitz, Luke Bara","Dustin Derousseau, Eli Schroeder, JJ Paider, Jack Crowley, Sam Grieger",227,229,34.0,37.0,34.0,37.0,28.0,3,0.0,0.47
UW-La Crosse Eagles,2026-02-04,24,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",232,264,40.0,39.0,34.0,37.0,192.0,33,4.0,3.2
UW-La Crosse Eagles,2026-02-04,25,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Carter Wollan, Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger",265,290,45.0,40.0,40.0,39.0,108.0,26,4.0,1.8
UW-La Crosse Eagles,2026-02-04,26,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Carson Bauer, Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger",291,294,45.0,40.0,45.0,40.0,14.0,4,0.0,0.23
UW-La Crosse Eagles,2026-02-04,27,"Austin Ambrose, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Carson Bauer, Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger",295,296,45.0,40.0,45.0,40.0,0.0,2,0.0,0.0
UW-La Crosse Eagles,2026-02-04,28,"Austin Ambrose, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Ben Goedheer, Carson Bauer, Dustin Derousseau, Jack Crowley, Sam Grieger",297,308,47.0,42.0,45.0,40.0,62.0,12,0.0,1.03
UW-La Crosse Eagles,2026-02-04,29,"Austin Ambrose, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Ben Goedheer, Carson Bauer, Dustin Derousseau, Eli Schroeder, Sam Grieger",309,313,49.0,42.0,47.0,42.0,21.0,5,2.0,0.35
UW-La Crosse Eagles,2026-02-04,30,"Austin Ambrose, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Ben Goedheer, Dustin Derousseau, Eli Schroeder, Jacob Butler, Sam Grieger",314,320,49.0,44.0,49.0,42.0,9.0,7,-2.0,0.15
UW-La Crosse Eagles,2026-02-04,31,"Austin Ambrose, Collin Madson, Jake Quast, Joey Berezowitz, Luke Bara","Ben Goedheer, Dustin Derousseau, Eli Schroeder, Jacob Butler, Sam Grieger",321,343,49.0,50.0,49.0,44.0,124.0,23,-6.0,2.07
UW-La Crosse Eagles,2026-02-04,32,"Collin Madson, Isaac Verges, Jake Quast, Joey Berezowitz, Richie Warren","Ben Goedheer, Dustin Derousseau, Eli Schroeder, Jacob Butler, Sam Grieger",344,344,49.0,50.0,49.0,50.0,0.0,1,0.0,0.0
UW-La Crosse Eagles,2026-02-04,33,"Collin Madson, Isaac Verges, Jake Quast, Joey Berezowitz, Richie Warren","Ben Goedheer, Dustin Derousseau, Jack Crowley, Jacob Butler, Sam Grieger",345,360,54.0,52.0,49.0,50.0,100.0,16,3.0,1.67
UW-La Crosse Eagles,2026-02-04,34,"Brock Marino, Collin Madson, Isaac Verges, Joey Berezowitz, Richie Warren","Ben Goedheer, Dustin Derousseau, Jack Crowley, Jacob Butler, Sam Grieger",361,362,54.0,52.0,54.0,52.0,0.0,2,0.0,0.0
UW-La Crosse Eagles,2026-02-04,35,"Brock Marino, Collin Madson, Isaac Verges, Joey Berezowitz, Richie Warren","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",363,376,55.0,55.0,54.0,52.0,58.0,14,-2.0,0.97
UW-La Crosse Eagles,2026-02-04,36,"Brock Marino, Collin Madson, Isaac Verges, Joey Berezowitz, Richie Warren","Carson Bauer, Dustin Derousseau, JJ Paider, Jacob Butler, Sam Grieger",377,389,57.0,57.0,55.0,55.0,60.0,13,0.0,1.0
UW-La Crosse Eagles,2026-02-04,37,"Brock Marino, Collin Madson, Joey Berezowitz, Luke Bara, Richie Warren","Carson Bauer, Dustin Derousseau, JJ Paider, Jacob Butler, Sam Grieger",390,398,57.0,58.0,57.0,57.0,33.0,9,-1.0,0.55
UW-La Crosse Eagles,2026-02-04,38,"Brock Marino, Collin Madson, Jake Quast, Joey Berezowitz, Luke Bara","Carson Bauer, Dustin Derousseau, JJ Paider, Jacob Butler, Sam Grieger",399,416,59.0,62.0,57.0,58.0,100.0,18,-2.0,1.67
UW-La Crosse Eagles,2026-02-04,39,"Brock Marino, Collin Madson, Isaiah Robinson, Jake Quast, Luke Bara","Carson Bauer, Dustin Derousseau, JJ Paider, Jacob Butler, Sam Grieger",417,425,61.0,64.0,59.0,62.0,45.0,9,0.0,0.75
UW-La Crosse Eagles,2026-02-04,40,"Brock Marino, Collin Madson, Isaiah Robinson, Jake Quast, Luke Bara","Ben Goedheer, Carson Bauer, Dustin Derousseau, Jacob Butler, Sam Grieger",426,431,61.0,64.0,61.0,64.0,19.0,6,0.0,0.32
UW-La Crosse Eagles,2026-02-04,41,"Brock Marino, Collin Madson, Isaiah Robinson, Jake Quast, Luke Bara","Ben Goedheer, Dustin Derousseau, Jack Crowley, Jacob Butler, Sam Grieger",432,447,62.0,65.0,61.0,64.0,52.0,16,0.0,0.87
UW-La Crosse Eagles,2026-02-04,42,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Ben Goedheer, Dustin Derousseau, Jack Crowley, Jacob Butler, Sam Grieger",448,449,62.0,65.0,62.0,65.0,0.0,2,0.0,0.0
UW-La Crosse Eagles,2026-02-04,43,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Carson Bauer, Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger",450,453,62.0,65.0,62.0,65.0,26.0,4,0.0,0.43
UW-La Crosse Eagles,2026-02-04,44,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Ben Goedheer, Carson Bauer, Dustin Derousseau, Jack Crowley, Sam Grieger",454,464,65.0,65.0,62.0,65.0,92.0,11,3.0,1.53
UW-La Crosse Eagles,2026-02-04,45,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Carson Bauer, Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger",465,476,65.0,68.0,65.0,65.0,70.0,12,-3.0,1.17
UW-La Crosse Eagles,2026-02-28,1,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",1,44,5.0,11.0,0.0,0.0,266.0,44,-6.0,4.43
UW-La Crosse Eagles,2026-02-28,2,"Brock Marino, Collin Madson, Isaac Verges, Luke Bara, Richie Warren","Ben Goedheer, Dustin Derousseau, Jack Crowley, Jacob Butler, Sam Grieger",45,54,5.0,11.0,5.0,11.0,36.0,10,0.0,0.6
UW-La Crosse Eagles,2026-02-28,3,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Ben Goedheer, Dustin Derousseau, Jack Crowley, Jacob Butler, Sam Grieger",55,62,10.0,11.0,5.0,11.0,45.0,8,5.0,0.75
UW-La Crosse Eagles,2026-02-28,4,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Luke Bara","Ben Goedheer, Devon Fielding, Dustin Derousseau, Jack Crowley, Sam Grieger",63,64,10.0,11.0,10.0,11.0,0.0,2,0.0,0.0
UW-La Crosse Eagles,2026-02-28,5,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Kelton McEwen","Ben Goedheer, Devon Fielding, Dustin Derousseau, Jack Crowley, Sam Grieger",65,68,10.0,13.0,10.0,11.0,43.0,4,-2.0,0.72
UW-La Crosse Eagles,2026-02-28,6,"Collin Madson, Isaac Verges, JR Lukenbill, Jake Quast, Kelton McEwen","Devon Fielding, Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger",69,92,17.0,13.0,10.0,13.0,174.0,24,7.0,2.9
UW-La Crosse Eagles,2026-02-28,7,"JR Lukenbill, Jake Quast, Joey Berezowitz, Kelton McEwen, Luke Bara","Devon Fielding, Dustin Derousseau, JJ Paider, Jack Crowley, Sam Grieger",93,93,17.0,13.0,17.0,13.0,0.0,1,0.0,0.0
UW-La Crosse Eagles,2026-02-28,8,"JR Lukenbill, Jake Quast, Joey Berezowitz, Kelton McEwen, Luke Bara","Carson Bauer, Devon Fielding, JJ Paider, Jack Crowley, Sam Grieger",94,97,18.0,13.0,17.0,13.0,0.0,4,1.0,0.0
UW-La Crosse Eagles,2026-02-28,9,"Brock Marino, Jake Quast, Joey Berezowitz, Kelton McEwen, Luke Bara","Carson Bauer, Devon Fielding, JJ Paider, Jack Crowley, Sam Grieger",98,104,18.0,13.0,18.0,13.0,59.0,7,0.0,0.98
UW-La Crosse Eagles,2026-02-28,10,"Brock Marino, Joey Berezowitz, Kelton McEwen, Luke Bara, Tyshawn Teague-Johnson","Carson Bauer, Devon Fielding, JJ Paider, Jack Crowley, Sam Grieger",105,108,18.0,13.0,18.0,13.0,0.0,4,0.0,0.0
UW-La Crosse Eagles,2026-02-28,11,"Brock Marino, Joey Berezowitz, Kelton McEwen, Luke Bara, Tyshawn Teague-Johnson","Carson Bauer, Dustin Derousseau, JJ Paider, Jacob Butler, Sam Grieger",109,118,20.0,14.0,18.0,13.0,51.0,10,1.0,0.85
UW-La Crosse Eagles,2026-02-28,12,"Brock Marino, Joey Berezowitz, Kelton McEwen, Luke Bara, Tyshawn Teague-Johnson","Carson Bauer, Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler",119,132,23.0,16.0,20.0,14.0,45.0,14,1.0,0.75
UW-La Crosse Eagles,2026-02-28,13,"Collin Madson, Kelton McEwen, Luke Bara, Richie Warren, Tyshawn Teague-Johnson","Carson Bauer, Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler",133,133,23.0,16.0,23.0,16.0,0.0,1,0.0,0.0
UW-La Crosse Eagles,2026-02-28,14,"Collin Madson, Kelton McEwen, Luke Bara, Richie Warren, Tyshawn Teague-Johnson","Dustin Derousseau, JJ Paider, Jack Crowley, Jacob Butler, Sam Grieger",134,138,25.0,16.0,23.0,16.0,14.0,5,2.0,0.23
UW-La Crosse Eagles,2026-02-28,15,"Collin Madson, Kelton McEwen, Luke Bara, Richie Warren, Tyshawn Teague-Johnson","Carson Bauer, Dustin Derousseau, JJ Paider, Jacob Butler, Sam Grieger",139,150,25.0,19.0,25.0,16.0,56.0,12,-3.0,0.93
UW-La Crosse Eagles,2026-02-28,16,"Collin Madson, JR Lukenbill, Kelton McEwen, Luke Bara, Tyshawn Teague-Johnson","Carson Bauer, Dustin Derousseau, JJ Paider, Jacob Butler, Sam Grieger",151,156,27.0,19.0,25.0,19.0,18.0,6,2.0,0.3
UW-La Crosse Eagles,2026-02-28,17,"Collin Madson, JR Lukenbill, Kelton McEwen, Luke Bara, Tyshawn Teague-Johnson","Ben Goedheer, Carson Bauer, Dustin Derousseau, Jacob Butler, Sam Grieger",157,173,33.0,28.0,27.0,19.0,132.0,17,-3.0,2.2
UW-La Crosse Eagles,2026-02-28,18,"Collin Madson, Isaac Verges, JR Lukenbill, Luke Bara, Tyshawn Teague-Johnson","Ben Goedheer, Carson Bauer, Dustin Derousseau, Jacob Butler, Sam Grieger",174,176,33.0,28.0,33.0,28.0,0.0,3,0.0,0.0
UW-La Crosse Eagles,2026-02-28,19,"Collin Madson, Isaac Verges, Jake Quast, Luke Bara, Tyshawn Teague-Johnson","Ben Goedheer, Carson Bauer, Dustin Derousseau, Jacob Butler, Sam Grieger",177,178,33.0,28.0,33.0,28.0,0.0,2,0.0,0.0
