side,scouted_opponent,offense_team,defense_team,opponent,game_date,game_code,period,time_remaining_seconds,player,result,points,points_source,matched_event,matched_by,play_title,play_call,play_series,play_situation,play_formation,play_set,play_actions,primary_action,play_location,finish_spot,featured_player,decode_quality,decode_note,synergy_play_type,synergy_string,on_court_lineup,personnel_grouping_type,game_situation,shot_clock_used,shot_clock_max,shot_clock_situation,defense_type,defense_press,defense_press_formation,defense_coverage,possession_side,defense_faced,defense_played,coverage_faced,coverage_played,press_faced,press_played,press_formation_faced,press_formation_played
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,371.0,Seth Miron,Make 3 Pts,3,play-by-play,True,synergy string,Seth Miron,,,Half court,,,,,,,Seth Miron,No call,"title is a player name, not a play",Spot-Up,2 Seth Miron > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,0.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,,Conner Schipper,No Violation,,,False,,Conner Schipper,,,Half court,,,,,,,Conner Schipper,No call,"title is a player name, not a play",Non Possession,50 Conner Schipper > Non Possession > No Violation,,,,,,,,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,343.0,Conner Schipper,Make 2 Pts,2,play-by-play,True,synergy string,Conner Schipper,,,Half court,,,,,,,Conner Schipper,No call,"title is a player name, not a play",Post-Up,50 Conner Schipper > Post-Up > Left Block > Face-up > Jumper > Make 2 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,26.0,30,Late clock (20+ sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,324.0,Josiah Butler,Turnover,0,play-by-play,True,synergy string,Josiah Butler,,,Half court,,,,,,,Josiah Butler,No call,"title is a player name, not a play",No Play Type,4 Josiah Butler > No Play Type > Turnover,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,0.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,320.0,Nathan Richardson,Make 2 Pts,2,play-by-play,True,synergy string,Nathan Richardson,,,Half court,,,,,,,Nathan Richardson,No call,"title is a player name, not a play",Transition,23 Nathan Richardson > Transition > Left Wing > To Basket > Make 2 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,2.0,30,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,,Carter Combs,No Violation,,,False,,Carter Combs,,,Half court,,,,,,,Carter Combs,No call,"title is a player name, not a play",Non Possession,5 Carter Combs > Non Possession > No Violation,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,,Carter Combs,No Violation,,,False,,Carter Combs,,,Half court,,,,,,,Carter Combs,No call,"title is a player name, not a play",Non Possession,5 Carter Combs > Non Possession > No Violation,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,284.0,Josiah Butler,Miss 3 Pts,0,play-by-play,True,synergy string,Josiah Butler,,,Half court,,,,,,,Josiah Butler,No call,"title is a player name, not a play",ISO,4 Josiah Butler > ISO > Top > Drives Right > Dribble Jumper > Long/3pt > Miss 3 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,0.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,277.0,Conner Schipper,Miss 3 Pts,0,play-by-play,True,synergy string,Conner Schipper,,,Half court,,,,,,,Conner Schipper,No call,"title is a player name, not a play",Transition,50 Conner Schipper > Transition > Trailer > No Dribble Jumper > Guarded > Long/3pt > Miss 3 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,7.0,30,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,247.0,Cal Krohn,Make 2 Pts,2,play-by-play,True,synergy string,Cal Krohn,,,Half court,,,,,,,Cal Krohn,No call,"title is a player name, not a play",Spot-Up,12 Cal Krohn > Spot-Up > Drives Left > To Basket > Make 2 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,30.0,30,Late clock (20+ sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,232.0,Conner Schipper,Foul,,,False,,Conner Schipper,,,Half court,,,,,,,Conner Schipper,No call,"title is a player name, not a play",Spot-Up,50 Conner Schipper > Spot-Up > Drives Right > Foul,,,,,,,,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,,Conner Schipper,Free Throw,,,False,,Conner Schipper,,,Half court,,,,,,,Conner Schipper,No call,"title is a player name, not a play",Non Possession,50 Conner Schipper > Non Possession > Free Throw,,,,,,,,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,207.0,Cal Krohn,Miss 2 Pts,0,play-by-play,True,synergy string,Cal Krohn,,,Half court,,,,,,,Cal Krohn,No call,"title is a player name, not a play",Cut,12 Cal Krohn > Cut > Flash > Miss 2 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,0.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,189.0,Sean Shenker,Miss 2 Pts,0,play-by-play,True,synergy string,Sean Shenker,,,Half court,,,,,,,Sean Shenker,No call,"title is a player name, not a play",Hand Off,11 Sean Shenker > Hand Off > From Stationary > Top > To Basket > Miss 2 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,18.0,30,Organized offense (10-19 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,181.0,Nathan Richardson,Miss 2 Pts,0,play-by-play,True,synergy string,Nathan Richardson,,,Half court,,,,,,,Nathan Richardson,No call,"title is a player name, not a play",Spot-Up,23 Nathan Richardson > Spot-Up > Drives Right > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,8.0,30,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,172.0,Mike Okello,Make 3 Pts,3,play-by-play,True,synergy string,Mike Okello,,,Half court,,,,,,,Mike Okello,No call,"title is a player name, not a play",Spot-Up,13 Mike Okello > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,,9.0,20,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,164.0,Cal Krohn,Foul,,,False,,Cal Krohn,,,Half court,,,,,,,Cal Krohn,No call,"title is a player name, not a play",No Play Type,12 Cal Krohn > No Play Type > Foul,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,,Cal Krohn,Free Throw,,,False,,Cal Krohn,,,Half court,,,,,,,Cal Krohn,No call,"title is a player name, not a play",Non Possession,12 Cal Krohn > Non Possession > Free Throw,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,,Cal Krohn,Free Throw,,,False,,Cal Krohn,,,Half court,,,,,,,Cal Krohn,No call,"title is a player name, not a play",Non Possession,12 Cal Krohn > Non Possession > Free Throw,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,141.0,Josiah Butler,Miss 2 Pts,0,play-by-play,True,synergy string,Josiah Butler,,,Half court,,,,,,,Josiah Butler,No call,"title is a player name, not a play",P&R Ball Handler,4 Josiah Butler > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > Dribble Jumper > Medium/17' to <3p > Miss 2 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,0.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,131.0,Nathan Richardson,Miss 2 Pts,0,play-by-play,True,synergy string,Nathan Richardson,,,Half court,,,,,,,Nathan Richardson,No call,"title is a player name, not a play",P&R Ball Handler,23 Nathan Richardson > P&R Ball Handler > Left P&R > Side > Dribble Off Pick > To Basket > Miss 2 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,10.0,30,Organized offense (10-19 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,109.0,Seth Miron,Miss 2 Pts,0,play-by-play,True,synergy string,Seth Miron,,,Half court,,,,,,,Seth Miron,No call,"title is a player name, not a play",Cut,2 Seth Miron > Cut > Basket > Miss 2 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,22.0,30,Late clock (20+ sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,97.0,Cal Krohn,Foul,,,False,,Cal Krohn,,,Half court,,,,,,,Cal Krohn,No call,"title is a player name, not a play",Cut,12 Cal Krohn > Cut > Basket > Foul,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,,Cal Krohn,Free Throw,,,False,,Cal Krohn,,,Half court,,,,,,,Cal Krohn,No call,"title is a player name, not a play",Non Possession,12 Cal Krohn > Non Possession > Free Throw,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,,Cal Krohn,Free Throw,,,False,,Cal Krohn,,,Half court,,,,,,,Cal Krohn,No call,"title is a player name, not a play",Non Possession,12 Cal Krohn > Non Possession > Free Throw,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,76.0,Conner Schipper,Foul,0,play-by-play,True,player + clock,Conner Schipper,,,Half court,,,,,,,Conner Schipper,No call,"title is a player name, not a play",Post-Up,50 Conner Schipper > Post-Up > Right Block > Right Shoulder > Dribble Move > To Basket > Foul,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,0.0,30,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,,Conner Schipper,Free Throw,,,False,,Conner Schipper,,,Half court,,,,,,,Conner Schipper,No call,"title is a player name, not a play",Non Possession,50 Conner Schipper > Non Possession > Free Throw,,,,,,,,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,,Conner Schipper,Free Throw,,,False,,Conner Schipper,,,Half court,,,,,,,Conner Schipper,No call,"title is a player name, not a play",Non Possession,50 Conner Schipper > Non Possession > Free Throw,,,,,,,,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,66.0,Carter Combs,Foul,0,play-by-play,True,player + clock,Carter Combs,,,Half court,,,,,,,Carter Combs,No call,"title is a player name, not a play",No Play Type,5 Carter Combs > No Play Type > Foul,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,0.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,,Carter Combs,Free Throw,,,False,,Carter Combs,,,Half court,,,,,,,Carter Combs,No call,"title is a player name, not a play",Non Possession,5 Carter Combs > Non Possession > Free Throw,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,60.0,Nathan Richardson,Turnover,0,play-by-play,True,synergy string,Nathan Richardson,,,Half court,,,,,,,Nathan Richardson,No call,"title is a player name, not a play",ISO,23 Nathan Richardson > ISO > Left > Drives Left > Turnover,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,6.0,30,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,37.0,Josiah Butler,Foul,,,False,,Josiah Butler,,,Half court,,,,,,,Josiah Butler,No call,"title is a player name, not a play",No Play Type,4 Josiah Butler > No Play Type > Foul,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,,Josiah Butler,Free Throw,,,False,,Josiah Butler,,,Half court,,,,,,,Josiah Butler,No call,"title is a player name, not a play",Non Possession,4 Josiah Butler > Non Possession > Free Throw,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,,Josiah Butler,Free Throw,,,False,,Josiah Butler,,,Half court,,,,,,,Josiah Butler,No call,"title is a player name, not a play",Non Possession,4 Josiah Butler > Non Possession > Free Throw,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,19.0,Evan Honnen,Make 3 Pts,3,play-by-play,True,synergy string,Evan Honnen,,,Half court,,,,,,,Evan Honnen,No call,"title is a player name, not a play",P&R Ball Handler,23 Nathan Richardson > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 0 Evan Honnen > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,"Cal Krohn, Carter Combs, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,0.0,30,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,10.0,Josiah Butler,Foul,0,play-by-play,True,player + clock,Josiah Butler,,,Half court,,,,,,,Josiah Butler,No call,"title is a player name, not a play",No Play Type,4 Josiah Butler > No Play Type > Foul,"Carter Combs, Grant Manz, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,0.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,,Josiah Butler,Free Throw,,,False,,Josiah Butler,,,Half court,,,,,,,Josiah Butler,No call,"title is a player name, not a play",Non Possession,4 Josiah Butler > Non Possession > Free Throw,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,,Josiah Butler,Free Throw,,,False,,Josiah Butler,,,Half court,,,,,,,Josiah Butler,No call,"title is a player name, not a play",Non Possession,4 Josiah Butler > Non Possession > Free Throw,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Olivet Comets,UW-Stevens Point Pointers,Olivet Comets,2025-12-13,WSP@OLI,H2,,Sean Shenker,Miss 3 Pts,0,play-by-play,True,synergy string,Sean Shenker,,,Half court,,,,,,,Sean Shenker,No call,"title is a player name, not a play",Transition,11 Sean Shenker > Transition > Ballhandler > Dribble Jumper > Long/3pt > Miss 3 Pts,"Carter Combs, Grant Manz, Josh Bocher, Josiah Butler, Seth Miron",Two-big lineup,Leading by 10+,0.0,30,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Olivet Comets,Olivet Comets,2025-12-13,WSP@OLI,H2,,Seth Miron,No Violation,,,False,,Seth Miron,,,Half court,,,,,,,Seth Miron,No call,"title is a player name, not a play",Non Possession,2 Seth Miron > Non Possession > No Violation,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,1179.0,Tyler Williams,Miss 2 Pts,0,play-by-play,True,synergy string,Tyler Williams,,,Half court,,,,,,,Tyler Williams,No call,"title is a player name, not a play",Spot-Up,15 Tyler Williams > Spot-Up > Drives Right > To Basket > Miss 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,,Logan Baumgartner,No Violation,,,False,,Logan Baumgartner,,,Half court,,,,,,,Logan Baumgartner,No call,"title is a player name, not a play",Non Possession,15 Logan Baumgartner > Non Possession > No Violation,,,,,,,,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,1158.0,Seth Miron,Miss 3 Pts,0,play-by-play,True,synergy string,Seth Miron,,,Half court,,,,,,,Seth Miron,No call,"title is a player name, not a play",Hand Off,2 Seth Miron > Hand Off > From Dribble > Left > Dribble Jumper > Long/3pt > Miss 3 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,19.0,30,Organized offense (10-19 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,1135.0,Matthew Alexander,Make 3 Pts,3,play-by-play,True,synergy string,Matthew Alexander,,,Half court,,,,,,,Matthew Alexander,No call,"title is a player name, not a play",Spot-Up,0 Matthew Alexander > Spot-Up > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,19.0,30,Organized offense (10-19 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,1117.0,Cal Krohn,Make 2 Pts,2,play-by-play,True,synergy string,Cal Krohn,,,Half court,,,,,,,Cal Krohn,No call,"title is a player name, not a play",ISO,12 Cal Krohn > ISO > Right > Drives Right > To Basket > Make 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,,Matthew Alexander,Non Shooting Foul,,,False,,Matthew Alexander,,,Half court,,,,,,,Matthew Alexander,No call,"title is a player name, not a play",Non Possession,0 Matthew Alexander > Non Possession > Non Shooting Foul,,,,,,,,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,1091.0,Dj Jones,Make 3 Pts,3,play-by-play,True,synergy string,Dj Jones,,,Half court,,,,,,,DJ Jones,No call,"title is a player name, not a play",Hand Off,1 Dj Jones > Hand Off > From Dribble > Left > No Dribble Jumper > Guarded > Long/3pt > Make 3 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,1062.0,Seth Miron,Make 3 Pts,3,play-by-play,True,synergy string,Seth Miron,,,Half court,,,,,,,Seth Miron,No call,"title is a player name, not a play",P&R Ball Handler,15 Logan Baumgartner > P&R Ball Handler > Left P&R > Baseline > Dribble Off Pick > Defense Commits > Ball Delivered > 2 Seth Miron > P&R Roll Man > Slips the Pick > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,1038.0,Christian Bryant,Miss 2 Pts,0,play-by-play,True,clock + result,Christian Bryant,,,Half court,,,,,,,Christian Bryant,No call,"title is a player name, not a play",Post-Up,22 Christian Bryant > Post-Up > Left Block > Right Shoulder > Dribble Move > To Basket > Miss 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,1021.0,Josiah Butler,Foul,2,play-by-play,True,player + clock,Josiah Butler,,,Half court,,,,,,,Josiah Butler,No call,"title is a player name, not a play",Cut,4 Josiah Butler > Cut > Basket > Foul,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,,Josiah Butler,Free Throw,2,play-by-play,True,synergy string,Josiah Butler,,,Half court,,,,,,,Josiah Butler,No call,"title is a player name, not a play",Non Possession,4 Josiah Butler > Non Possession > Free Throw,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,,Josiah Butler,Free Throw,2,play-by-play,True,synergy string,Josiah Butler,,,Half court,,,,,,,Josiah Butler,No call,"title is a player name, not a play",Non Possession,4 Josiah Butler > Non Possession > Free Throw,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,1007.0,Christian Bryant,Miss 2 Pts,0,play-by-play,True,clock + result,Christian Bryant,,,Half court,,,,,,,Christian Bryant,No call,"title is a player name, not a play",Post-Up,22 Christian Bryant > Post-Up > Left Block > Right Shoulder > Dribble Move > To Drop Step > Miss 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,0.0,30,Early clock (0-9 sec used),,False,,,Defense,,,,,,False,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,986.0,Josiah Butler,Miss 2 Pts,0,play-by-play,True,synergy string,Josiah Butler,,,Half court,,,,,,,Josiah Butler,No call,"title is a player name, not a play",Off Screen,4 Josiah Butler > Off Screen > To Shooter's Left > Straight > To Basket > Miss 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,19.0,30,Organized offense (10-19 sec used),,False,,,Offense,,,,,False,,,
Opponent,UW-Stevens Point Pointers,UW-Stevens Point Pointers,Hardin-Simmons Cowboys,Hardin-Simmons Cowboys,2025-12-20,WSP@HSU,H1,980.0,Carter Combs,Miss 2 Pts,2,play-by-play,True,synergy string,Carter Combs,,,Half court,,,,,,,Carter Combs,No call,"title is a player name, not a play",Cut,5 Carter Combs > Cut > Flash > Miss 2 Pts,"Cal Krohn, Carter Combs, Josiah Butler, Logan Baumgartner, Seth Miron",4G-1W,,4.0,20,Early clock (0-9 sec used),,False,,,Offense,,,,,False,,,
