lineup,GP,MIN,+/-,PTS,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,FG%,3P%,FT%
"Damyen Jackson, Deng Makeer, Emmett Loew, Nolan Berendes, Patrick Coen",1,1.4,0.0,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,50.0,,
"Deng Makeer, Dylan Kurt, Emmett Loew, Jack Haynes, Kyle Kober",1,1.4,3.0,3,1,2,1,1,0,0,0,1,1,1,0,0,0,0,50.0,100.0,
"Brock Massey, Commits Foul, Connor Mosele, Nolan Berendes, Patrick Quarnstrom",1,1.4,2.0,3,1,2,1,2,0,0,0,1,1,1,0,0,0,1,50.0,50.0,
"Commits Foul, Connor Mosele, Dylan Kurt, Jack Haynes, Patrick Quarnstrom",1,1.4,-1.0,5,1,1,1,1,2,2,0,0,0,1,0,0,0,0,100.0,100.0,100.0
"Athan Berchos, Ethan Meyer, Jim Navarrete, Juvon Crawford, Lukas Balling",1,1.4,-3.0,4,1,4,0,1,2,2,2,2,4,0,0,0,0,1,25.0,0.0,100.0
"Connor Mosele, Emmett Loew, Gavin Sarvis, Jack Haynes, Patrick Coen",1,1.4,-1.0,3,0,0,0,0,3,3,1,0,1,0,0,0,0,0,,,100.0
"Deng Makeer, Dylan Kurt, Emmett Loew, Gavin Sarvis, Nolan Berendes",1,1.3,-2.0,2,1,3,0,1,0,0,1,0,1,0,1,0,0,0,33.3,0.0,
"Athan Berchos, Connor Mosele, Jim Navarrete, Patrick Coen, Patrick Quarnstrom",1,1.2,5.0,5,2,2,1,1,0,0,0,2,2,2,0,0,0,0,100.0,100.0,
"Connor Mosele, Emmett Loew, Gavin Sarvis, Kyle Kober, Nolan Berendes",1,1.2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
"Brock Massey, Connor Mosele, Emmett Loew, Gavin Sarvis, Jack Haynes",1,1.2,3.0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,2,50.0,0.0,
"Deng Makeer, Dylan Kurt, Emmett Loew, Gavin Sarvis, Lukas Balling",1,1.2,2.0,3,1,4,1,2,0,0,2,1,3,1,0,0,0,2,25.0,50.0,
"Brock Massey, Emmett Loew, Jack Haynes, Kyle Kober, Nolan Berendes",1,1.2,-5.0,5,2,2,1,1,0,0,0,3,3,1,0,0,0,0,100.0,100.0,
"Emmett Loew, Jack Haynes, Kyle Kober, Nolan Berendes, Patrick Coen",1,1.2,2.0,2,1,3,0,0,0,0,2,1,3,0,1,0,1,1,33.3,,
"Connor Mosele, Damyen Jackson Commits Foul, Jack Haynes, Kyle Kober, Nolan Berendes",1,1.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Brock Massey, Commits Foul, Connor Mosele, Gavin Sarvis, Kyle Kober",1,1.2,2.0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0.0,,
"Athan Berchos, Deng Makeer, Jack Haynes, Kyle Kober, Nolan Berendes",1,1.2,0.0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0.0,
"Deng Makeer, Dylan Kurt, Jack Haynes, Kyle Kober, Patrick Coen",1,1.2,3.0,3,1,3,1,3,0,0,0,1,1,1,0,0,0,0,33.3,33.3,
"Athan Berchos, Jack Haynes, Johnny Semany, Kyle Kober, Nolan Berendes",1,1.2,0.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,
"Brock Massey, Damyen Jackson, Emmett Loew, Kyle Kober, Nolan Berendes",1,1.1,-1.0,1,0,0,0,0,1,2,1,2,3,0,0,0,1,1,,,50.0
"Connor Mosele, Johnny Semany, Kyle Kober, Patrick Coen, Patrick Quarnstrom",1,1.1,-3.0,0,0,3,0,2,0,0,2,0,2,0,0,0,0,0,0.0,0.0,
"Damyen Jackson, Emmett Loew, Gavin Sarvis, Jack Haynes, Kyle Kober",1,1.1,0.0,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,50.0,0.0,
"Brock Massey, Deng Makeer, Dylan Kurt, Emmett Loew, Lukas Balling",1,1.1,-4.0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0.0,
"Brock Massey, Connor Mosele, Kyle Kober, Patrick Coen, Patrick Quarnstrom",1,1.1,-1.0,1,0,2,0,1,1,2,0,2,2,0,1,0,0,1,0.0,0.0,50.0
"Damyen Jackson, Kyle Kober, Nolan Berendes, Patrick Coen, Patrick Quarnstrom",1,1.1,-3.0,6,2,4,1,2,1,1,2,0,2,2,0,0,0,0,50.0,50.0,100.0
"Deng Makeer, Emmett Loew, Gavin Sarvis, Johnny Semany, Nolan Berendes",1,1.1,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,,,0.0
"Deng Makeer, Dylan Kurt, Emmett Loew, Gavin Sarvis, Patrick Coen",1,1.1,1.0,3,1,2,1,1,0,0,0,1,1,1,0,1,0,1,50.0,100.0,
"Brock Massey, Connor Mosele, Damyen Jackson, Gavin Sarvis, Nolan Berendes",1,1.1,0.0,2,1,3,0,1,0,0,1,1,2,1,0,0,0,0,33.3,0.0,
"Damyen Jackson, Ethan Meyer, Gavin Sarvis, Jim Navarrete, Patrick Quarnstrom",1,1.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Damyen Jackson, Damyen Jackson Commits Foul, Dylan Kurt, Gavin Sarvis, Jack Haynes",1,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Brock Massey, Connor Mosele, Gavin Sarvis, Johnny Semany, Kyle Kober",1,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.0,,
"Commits Foul, Emmett Loew, Johnny Semany, Nolan Berendes, Patrick Quarnstrom",1,1.0,0.0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,100.0,,
"Athan Berchos, Deng Makeer, Dylan Kurt, Emmett Loew, Gavin Sarvis",1,1.0,3.0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,1,100.0,,100.0
"Damyen Jackson, Dylan Kurt, Emmett Loew, Gavin Sarvis, Jack Haynes",1,1.0,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0.0,,
"Brock Massey, Connor Mosele, Deng Makeer, Gavin Sarvis, Nolan Berendes",1,1.0,0.0,3,1,2,1,2,0,0,1,0,1,1,0,0,1,0,50.0,50.0,
"Dylan Kurt, Jack Haynes, Johnny Semany, Nolan Berendes, Patrick Quarnstrom",1,1.0,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.0,,
"Connor Mosele, Dylan Kurt, Gavin Sarvis, Lukas Balling, Nolan Berendes",1,1.0,-2.0,0,0,3,0,3,0,0,1,0,1,0,1,0,0,0,0.0,0.0,
"Brock Massey, Damyen Jackson, Deng Makeer, Emmett Loew, Nolan Berendes",1,1.0,1.0,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,100.0,100.0,
"Cooper Grams, Dylan Kurt, Johnny Semany, Patrick Coen, Patrick Quarnstrom",1,1.0,1.0,2,1,2,0,1,0,0,0,1,1,0,0,0,0,0,50.0,0.0,
"Connor Mosele, Jack Haynes, Kyle Kober, Nolan Berendes, Patrick Quarnstrom",1,0.9,0.0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0
"Brock Massey, Commits Foul, Connor Mosele, Emmett Loew, Nolan Berendes",1,0.9,5.0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0.0,,
"Brock Massey, Connor Mosele, Deng Makeer, Johnny Semany, Nolan Berendes",1,0.9,2.0,2,1,1,0,0,0,0,0,1,1,0,1,1,1,1,100.0,,
"Damyen Jackson, Deng Makeer, Dylan Kurt, Gavin Sarvis, Nolan Berendes",1,0.8,6.0,6,2,2,1,1,1,2,2,1,3,1,1,0,0,1,100.0,100.0,50.0
"Brock Massey, Connor Mosele, Dylan Kurt, Kyle Kober, Nolan Berendes",1,0.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Connor Mosele, Emmett Loew, Kyle Kober, Nolan Berendes, Patrick Coen",1,0.8,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,
"Damyen Jackson, Dylan Kurt, Kyle Kober, Nolan Berendes, Patrick Coen",1,0.8,0.0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0.0,0.0,
"Connor Mosele, Deng Makeer, Nolan Berendes, Patrick Coen, Patrick Quarnstrom",1,0.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Cooper Grams, Dylan Kurt, Johnny Semany, Lukas Balling, Patrick Coen",1,0.8,2.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,100.0,,
"Damyen Jackson, Dylan Kurt, Gavin Sarvis, Johnny Semany, Kyle Kober",1,0.8,-2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0.0,,
"Damyen Jackson, Deng Makeer, Dylan Kurt, Emmett Loew, Patrick Coen",1,0.8,0.0,2,0,2,0,1,2,2,1,0,1,0,0,0,0,0,0.0,0.0,100.0
"Brock Massey, Connor Mosele, Emmett Loew, Kyle Kober, Nolan Berendes",1,0.8,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,
"Brock Massey, Deng Makeer, Dylan Kurt, Emmett Loew, Johnny Semany",1,0.8,0.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0.0,0.0,
"Commits Foul, Gavin Sarvis, Jack Haynes, Johnny Semany, Kyle Kober, Nolan Berendes",1,0.7,-2.0,2,0,1,0,1,2,2,0,0,0,0,0,0,0,1,0.0,0.0,100.0
"Commits Foul, Deng Makeer, Dylan Kurt, Johnny Semany, Nolan Berendes",1,0.7,0.0,9,3,4,1,2,2,2,0,1,1,1,1,1,0,4,75.0,50.0,100.0
"Deng Makeer, Emmett Loew, Kyle Kober, Lukas Balling, Nolan Berendes",1,0.7,-2.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.0,,
"Cooper Grams, Ethan Meyer, Jim Navarrete, Johnny Semany, Lukas Balling",1,0.7,-1.0,2,1,1,0,0,0,0,0,1,1,0,0,0,1,1,100.0,,
"Emmett Loew, Kyle Kober, Nolan Berendes, Patrick Coen, Patrick Quarnstrom",1,0.7,-1.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,0.0,0.0,
"Dylan Kurt, Emmett Loew, Gavin Sarvis, Jack Haynes, Johnny Semany, Kyle Kober, Nolan Berendes, Patrick Coen",1,0.7,-2.0,4,1,1,0,0,2,2,0,1,1,0,0,0,0,0,100.0,,100.0
"Brock Massey, Connor Mosele, Dylan Kurt, Emmett Loew, Jack Haynes",1,0.7,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,
"Deng Makeer, Dylan Kurt, Emmett Loew, Johnny Semany, Patrick Quarnstrom",1,0.7,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Damyen Jackson, Dylan Kurt, Jack Haynes, Nolan Berendes, Patrick Coen",1,0.7,-1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,,,
"Brock Massey, Damyen Jackson, Gavin Sarvis, Jack Haynes, Kyle Kober",1,0.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,
"Brock Massey, Damyen Jackson, Damyen Jackson Commits Foul, Dylan Kurt, Jack Haynes",1,0.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Brock Massey, Dylan Kurt, Emmett Loew, Jack Haynes, Kyle Kober",1,0.5,-3.0,3,1,2,1,2,0,0,0,0,0,1,1,0,0,0,50.0,50.0,
"Damyen Jackson, Emmett Loew, Jack Haynes, Kyle Kober, Patrick Quarnstrom",1,0.5,2.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,,
"Commits Foul, Connor Mosele, Dylan Kurt, Kyle Kober, Patrick Quarnstrom",1,0.5,-2.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,100.0,,
"Brock Massey, Deng Makeer, Emmett Loew, Gavin Sarvis, Nolan Berendes",1,0.5,0.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0,,
"Brock Massey, Damyen Jackson, Johnny Semany, Kyle Kober, Nolan Berendes",1,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,
"Dylan Kurt, Emmett Loew, Jack Haynes, Kyle Kober, Patrick Quarnstrom",1,0.4,4.0,4,1,2,0,1,2,2,1,0,1,0,1,0,0,0,50.0,0.0,100.0
"Commits Foul, Deng Makeer, Emmett Loew, Jack Haynes, Nolan Berendes",1,0.4,2.0,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0.0,0.0,
"Damyen Jackson, Deng Makeer, Dylan Kurt, Johnny Semany, Lukas Balling",1,0.4,1.0,2,0,0,0,0,2,2,0,1,1,0,0,0,1,1,,,100.0
"Dylan Kurt, Johnny Semany, Kyle Kober, Patrick Coen, Patrick Quarnstrom",1,0.4,-2.0,2,0,0,0,0,2,2,0,1,1,0,0,0,0,0,,,100.0
"Commits Foul, Damyen Jackson, Deng Makeer, Nolan Berendes, Patrick Quarnstrom",1,0.4,0.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.0,,
"Commits Foul, Deng Makeer, Dylan Kurt, Jack Haynes, Nolan Berendes",1,0.3,0.0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,100.0,,
"Brock Massey, Commits Foul, Emmett Loew, Johnny Semany, Nolan Berendes",1,0.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Damyen Jackson, Dylan Kurt, Emmett Loew, Kyle Kober, Nolan Berendes",2,0.3,1.0,3,0,0,0,0,3,6,2,0,2,0,0,0,0,0,,,50.0
"Brock Massey, Connor Mosele, Gavin Sarvis, Kyle Kober, Patrick Coen",1,0.3,1.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0,,
"Commits Foul, Connor Mosele, Dylan Kurt, Emmett Loew, Jack Haynes",1,0.2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
"Brock Massey, Dylan Kurt, Gavin Sarvis, Kyle Kober, Patrick Coen",1,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
"Brock Massey, Dylan Kurt, Emmett Loew, Gavin Sarvis, Nolan Berendes",1,0.2,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
"Commits Foul, Emmett Loew, Jack Haynes, Kyle Kober, Nolan Berendes",1,0.2,-3.0,3,1,2,0,0,1,1,1,0,1,0,0,0,0,0,50.0,,100.0
"Connor Mosele, Damyen Jackson, Emmett Loew, Kyle Kober, Patrick Quarnstrom",1,0.2,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
"Brock Massey, Connor Mosele, Damyen Jackson, Deng Makeer, Nolan Berendes",1,0.2,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
"Damyen Jackson, Dylan Kurt, Emmett Loew, Gavin Sarvis, Lukas Balling",1,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
"Damyen Jackson, Dylan Kurt, Emmett Loew, Gavin Sarvis, Kyle Kober",1,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Connor Mosele, Deng Makeer, Gavin Sarvis, Lukas Balling, Nolan Berendes",1,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Damyen Jackson, Deng Makeer, Johnny Semany, Lukas Balling, Nolan Berendes",1,0.2,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
"Brock Massey, Commits Foul, Gavin Sarvis, Jack Haynes, Kyle Kober",1,0.2,-2.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100.0,,
"Cooper Grams, Dylan Kurt, Ethan Meyer, Johnny Semany, Lukas Balling",1,0.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Cooper Grams, Dylan Kurt, Johnny Semany, Kyle Kober, Patrick Coen",1,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Connor Mosele, Gavin Sarvis, Johnny Semany, Kyle Kober, Patrick Quarnstrom",1,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Cooper Grams, Dylan Kurt, Johnny Semany, Kyle Kober, Lukas Balling",1,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Commits Foul, Damyen Jackson, Deng Makeer, Gavin Sarvis, Johnny Semany",1,0.1,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,,,
"Connor Mosele, Damyen Jackson, Gavin Sarvis, Kyle Kober, Nolan Berendes",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Commits Foul, Connor Mosele, Emmett Loew, Kyle Kober, Nolan Berendes",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Brock Massey, Commits Foul, Emmett Loew, Jack Haynes, Nolan Berendes",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Damyen Jackson, Deng Makeer, Emmett Loew, Kyle Kober, Nolan Berendes",1,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,
"Brock Massey, Commits Foul, Damyen Jackson, Jack Haynes, Johnny Semany",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Cooper Grams, Dylan Kurt, Ethan Meyer, Jim Navarrete, Lukas Balling",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Commits Foul, Damyen Jackson, Deng Makeer, Dylan Kurt, Johnny Semany",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Dylan Kurt, Emmett Loew, Johnny Semany, Kyle Kober, Nolan Berendes",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
"Dylan Kurt, Johnny Semany, Kyle Kober, Lukas Balling, Nolan Berendes",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Brock Massey, Commits Foul, Connor Mosele, Kyle Kober, Patrick Quarnstrom",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Connor Mosele, Emmett Loew, Jack Haynes, Kyle Kober, Nolan Berendes",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Dylan Kurt, Gavin Sarvis, Kyle Kober, Lukas Balling, Nolan Berendes",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Commits Foul, Dylan Kurt, Gavin Sarvis, Kyle Kober, Nolan Berendes",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Athan Berchos, Ethan Meyer, Jim Navarrete, Juvon Crawford, Patrick Coen",1,0.0,5.0,5,2,2,1,1,0,0,0,2,2,0,0,0,0,0,100.0,100.0,
"Connor Mosele, Damyen Jackson, Kyle Kober, Patrick Coen, Patrick Quarnstrom",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Brock Massey, Commits Foul, Connor Mosele, Dylan Kurt, Kyle Kober",1,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,
"Commits Foul, Gavin Sarvis, Kyle Kober, Nolan Berendes, Patrick Quarnstrom",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
"Connor Mosele, Dylan Kurt, Emmett Loew, Nolan Berendes, Patrick Coen",1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
